,txn_type,traffic_direction,caller_id,call_date,call_time,duration,caller_antenna,international,recipient_id,timestamp
429,call,DIVERS,fae2b9236d46dbec731c7dd259fe4121,20210720,195946,4.0,608-01-00164-20530,domestic,,20210720195946
430,text,ENTRANT,c761c1e7654d28e4b273ef59df7006a3,20210720,202638,1.0,608-01-09040-25022,domestic,,20210720202638
431,call,ENTRANT,03d916441351761a04c2a3a3e1402f74,20210720,222441,39.0,608-01-09031-21908,domestic,,20210720222441
432,text,ENTRANT,0d17d77b5e9d7f786c17fbb3394bf568,20210720,182904,1.0,608-01-09040-34672,domestic,,20210720182904
433,call,ENTRANT,b47e3d37e266799cdb4edf9b4484aa98,20210720,221852,23.0,608-01-02008-24839,domestic,,20210720221852
434,text,ENTRANT,196e7bec999fbc942cb6854136992634,20210720,712,1.0,608-01-09003-01562,domestic,,20210720712
435,text,ENTRANT,984861ad168756588d0510cefbdd5562,20210720,184158,1.0,608-01-00712-04911,domestic,,20210720184158
436,text,ENTRANT,f182379a3887482496d84786e8595ae5,20210720,95444,1.0,608-01-09014-11375,domestic,,2021072095444
437,text,ENTRANT,84b8f55046e160fdaff75c676096ef3d,20210720,61021,1.0,608-01-09000-36571,domestic,,2021072061021
438,text,ENTRANT,473582ceecf265d389c960f273e8a7d7,20210720,92101,1.0,608-01-00408-25282,domestic,,2021072092101
439,call,SORTANT,8f84972fc2c22ebad18b647ac20dcfe3,20210720,122014,4.0,608-01-09026-61319,domestic,,20210720122014
440,text,ENTRANT,25ac4ea1dcb6ac248c0f8f0cceb268e6,20210720,152854,1.0,608-01-09003-01348,domestic,,20210720152854
441,call,SORTANT,f2321660fb89fe80a1d0f66e26e7c4ed,20210720,212634,276.0,608-01-09007-23555,domestic,,20210720212634
442,text,ENTRANT,3446744ac0c89e49e10b59202a74f60e,20210720,152019,1.0,608-01-09040-30333,domestic,,20210720152019
443,call,SORTANT,8bd7ad94985b14bd59597d9ed272e834,20210720,200946,41.0,608-01-09000-03942,domestic,,20210720200946
444,call,ENTRANT,2557e36c2309b500fecc6a1d3ce3301c,20210720,231945,384.0,608-01-09030-53952,domestic,,20210720231945
445,text,ENTRANT,3e7c370fdbd52f346df2456a7e68016e,20210720,130305,1.0,608-01-09000-36883,domestic,,20210720130305
446,call,SORTANT,a4e7c4ec733b9bb79754e87b64a33701,20210720,201745,7.0,608-01-00408-25289,domestic,,20210720201745
447,call,SORTANT,187e1ff5ed61260cf3eceab84c7e6c08,20210720,212924,47.0,608-01-09035-12615,domestic,,20210720212924
448,call,SORTANT,3cd7c8420d513d54032df962ab0a89ea,20210720,222239,262.0,608-01-00411-31627,domestic,,20210720222239
449,call,SORTANT,cb866e9228f5679260625700532d651e,20210720,111219,76.0,608-01-09040-24955,domestic,,20210720111219
450,call,SORTANT,71c8f05aeb62f98bb7bcd0ee60634d9b,20210720,151844,29.0,608-01-09031-25612,domestic,,20210720151844
451,text,ENTRANT,d68cb9e1dc5b1be6d71c4d9a327507b7,20210720,231249,1.0,608-01-09000-00736,domestic,,20210720231249
452,text,ENTRANT,910bff5609bf712c6a7227d1eb14b6f9,20210720,113552,1.0,608-01-09030-48913,domestic,,20210720113552
453,call,SORTANT,30b98a772e31b8bff208f13535993794,20210720,195547,27.0,608-01-09010-02619,domestic,,20210720195547
454,call,ENTRANT,907d1610586c9337c2b19b00eca3bc79,20210720,191501,751.0,608-01-09000-03944,domestic,,20210720191501
455,text,ENTRANT,3120053150070a4d80e4959ced079264,20210720,224107,1.0,608-01-09020-30101,domestic,,20210720224107
456,call,ENTRANT,3a7bf6129cf87c1f9e1a37dfd16a0d7b,20210720,30114,6.0,608-01-09040-34672,domestic,,2021072030114
457,text,ENTRANT,d347dae66ef3bb929879c509b3f32976,20210720,122603,1.0,608-01-09036-20602,domestic,,20210720122603
458,call,ENTRANT,405aa611299249b32ae8bc7da31b667a,20210720,83947,47.0,608-01-09040-30112,domestic,,2021072083947
459,text,ENTRANT,508f3a8da280dfdd7ce1b50e638e509f,20210720,92421,1.0,608-01-09043-23006,domestic,,2021072092421
460,call,SORTANT,ebc2dfdf67bd18f4f3db4f3005af1495,20210720,185211,22.0,608-01-09040-25085,domestic,,20210720185211
461,call,ENTRANT,a431fbd78a2eba2447f0a37dd69f56dc,20210720,192437,1.0,608-01-09003-43887,domestic,,20210720192437
462,call,ENTRANT,e49d96f76288b02845b8b7deceffbb83,20210720,124403,18.0,608-01-00164-19473,domestic,,20210720124403
463,call,ENTRANT,4f268594cf462024050e3bc171aaaab9,20210720,205102,151.0,608-01-09013-60133,domestic,,20210720205102
464,text,ENTRANT,ebc4ca0bda5452ee75816132dcbdbe59,20210720,160547,1.0,608-01-09029-61418,domestic,,20210720160547
465,call,ENTRANT,2c139ab269c662c2d2ec7c84141d3260,20210720,222508,58.0,608-01-02008-24887,domestic,,20210720222508
466,call,ENTRANT,d12e9358281e0fb1eb2a297eac7d19c3,20210720,224353,11.0,608-01-09000-36881,domestic,,20210720224353
467,text,ENTRANT,7e0870ebb7a88324c327824e412287ce,20210720,134717,1.0,608-01-09043-22992,domestic,,20210720134717
468,call,DIVERS,13e410d8a40f206552843f0a6012afbb,20210720,173544,2.0,608-01-09031-30533,domestic,,20210720173544
469,call,ENTRANT,749a36f38d2523ba248464661e05804f,20210720,150006,11.0,608-01-09020-30231,domestic,,20210720150006
470,text,ENTRANT,f81b5a49060975c1efaa4bb268db0bf4,20210720,214129,1.0,608-01-09025-44311,domestic,,20210720214129
471,text,ENTRANT,5ad01821e9b18afc9032bc8beb05afee,20210720,210931,1.0,608-01-09040-25108,domestic,,20210720210931
472,text,ENTRANT,cca9193b1bec911d95a90354fa06618d,20210720,90710,1.0,608-01-09000-00736,domestic,,2021072090710
473,call,ENTRANT,d050b55198c5250b860d25844115b104,20210720,205732,133.0,608-01-00601-25007,domestic,,20210720205732
474,call,SORTANT,89269de1ac39f843a52e5a090b9b690e,20210720,143513,44.0,608-01-09003-02624,domestic,,20210720143513
475,call,SORTANT,0c939a9f9d84f3877e00bc2aaaf23dba,20210720,181447,31.0,608-01-00117-21945,domestic,,20210720181447
476,text,ENTRANT,5413006cb3aca0f202326c5bf6d46dd3,20210720,100916,1.0,608-01-09036-25621,domestic,,20210720100916
477,text,ENTRANT,819b13395860c6c276dd6732ccf8e417,20210720,152711,1.0,608-01-09020-25863,domestic,,20210720152711
478,text,ENTRANT,9ae6f4e9f2b911707397dba23515d7d3,20210720,100254,1.0,608-01-09036-41207,domestic,,20210720100254
479,call,SORTANT,fe6b334d82b2c8a676eeb405befe73a6,20210720,104351,38.0,608-01-09001-01236,domestic,,20210720104351
480,call,ENTRANT,c39f9ca66105a1f475809ab80c843f1a,20210720,222137,60.0,608-01-00408-25430,domestic,,20210720222137
481,text,ENTRANT,8b82078b42569df4054283b6bc3063f5,20210720,122102,1.0,608-01-09025-36143,domestic,,20210720122102
482,call,ENTRANT,bd6e0178379f5f70cea70c7783e0f380,20210720,93534,134.0,608-01-09036-17037,domestic,,2021072093534
483,text,ENTRANT,e44f17ca9ece123bb5813789f980d073,20210720,184751,1.0,608-01-00601-24977,domestic,,20210720184751
484,call,SORTANT,a04c71b031975e04be422585b18c94b3,20210720,223023,10.0,608-01-09031-25613,domestic,,20210720223023
485,call,ENTRANT,044e25abf2c2cfde5848e2213ee96385,20210720,184553,27.0,608-01-00601-24948,domestic,,20210720184553
486,text,SORTANT,d0a03bc5c9a757a17ec34cfc31b6c0fa,20210720,192059,1.0,608-01-00706-11033,domestic,,20210720192059
487,call,SORTANT,e8980b74c36283582a7bb01c43ae616b,20210720,151105,99.0,608-01-09040-25129,domestic,,20210720151105
488,text,ENTRANT,89120701fe0a67dd0f9a771c899105ae,20210720,231219,1.0,608-01-09018-14574,domestic,,20210720231219
489,call,SORTANT,e17d159b1960241a713915604751694d,20210720,103254,83.0,608-01-09040-25022,domestic,,20210720103254
490,text,ENTRANT,3e7c370fdbd52f346df2456a7e68016e,20210720,220615,1.0,608-01-09008-06801,domestic,,20210720220615
491,call,SORTANT,b136dfd51188b8ed980b2fb06b937531,20210720,225601,3.0,608-01-09040-25022,domestic,,20210720225601
492,call,SORTANT,c6f029916bd8d15928b1603d863f9d44,20210720,134555,45.0,608-01-09031-25618,domestic,,20210720134555
493,text,ENTRANT,76eac1ae5db4515dc138c4cfc77fa3e6,20210720,190548,1.0,608-01-09029-52033,domestic,,20210720190548
494,call,SORTANT,76d8ed7e9b69cc6b3079db7ea3aef2e3,20210720,142141,499.0,608-01-09030-54033,domestic,,20210720142141
495,text,ENTRANT,b4be6a7bcee267f8e0e2cbd8701c3a63,20210720,120033,1.0,608-01-00601-24938,domestic,,20210720120033
496,call,ENTRANT,2ca5b38d3e8296b7cfafafec93c22252,20210720,163039,19.0,608-01-09036-43112,domestic,,20210720163039
497,call,ENTRANT,1aae7eb6597992bdeed77b31448a7abf,20210720,231429,63.0,608-01-00712-12511,domestic,,20210720231429
498,text,ENTRANT,d4dce50e647a7b59967f0048cce5be1a,20210720,125806,1.0,608-01-00715-00036,domestic,,20210720125806
499,call,SORTANT,7a4ed85d7022b2baa244e152085c2197,20210720,192252,102.0,608-01-09043-33963,domestic,,20210720192252
500,call,SORTANT,2defa863cbcba3d4b8ee5f69838649a9,20210720,211443,79.0,608-01-09043-13234,domestic,,20210720211443
501,call,ENTRANT,d94320ffa36b55e378dd85e0d75917c4,20210720,135301,68.0,608-01-09040-25074,domestic,,20210720135301
502,text,ENTRANT,bb6a0a159f826689f589986007139db0,20210720,25341,1.0,608-01-09000-00319,domestic,,2021072025341
503,call,SORTANT,05e84fdd2076725cc174cf77eded2889,20210720,115918,69.0,608-01-00408-25289,domestic,,20210720115918
504,call,ENTRANT,7ff1f79ace7cc90678152bdc6a7e0cb7,20210720,143508,171.0,608-01-09000-18523,domestic,,20210720143508
505,text,SORTANT,ffb1055fa14d47150eb1209552721111,20210720,205451,1.0,608-01-09010-05399,domestic,,20210720205451
506,call,SORTANT,f25ca5006d1629bb5d375e5ece757086,20210720,233446,58.0,608-01-09031-22408,domestic,,20210720233446
507,call,SORTANT,c6f0d22fc506bab022b42888799f5b10,20210720,111453,100.0,608-01-09040-30353,domestic,,20210720111453
508,call,ENTRANT,761a1c7694fdad57215fa72cba278676,20210720,203416,36.0,608-01-09040-25074,domestic,,20210720203416
509,call,SORTANT,313ec51ffc720bc657676df7cf04b2fe,20210720,845,3.0,608-01-00601-24931,domestic,,20210720845
510,call,SORTANT,7d179616e9f8571df635ba725f5ab8c6,20210720,231112,22.0,608-01-09040-25108,domestic,,20210720231112
511,call,SORTANT,403beb74c00b6fabbaf3a05d9b3faeb7,20210720,131058,60.0,608-01-09000-00209,domestic,,20210720131058
512,text,ENTRANT,18d288cffb63d104e4639ffe5f4b8232,20210720,100028,1.0,608-01-09000-18393,domestic,,20210720100028
513,call,ENTRANT,c83fde5bcc502f5bd788ba7797675ec0,20210720,222306,45.0,608-01-09000-00731,domestic,,20210720222306
514,text,ENTRANT,dd11c88b90d5ec058b2f260be8238d6b,20210720,211310,1.0,608-01-00226-33159,domestic,,20210720211310
515,call,ENTRANT,73b7888790a70f0e045406e9fff4962e,20210720,95200,20.0,608-01-09002-19533,domestic,,2021072095200
516,text,ENTRANT,88af1e584ab3f1a3fafb6bf74e7f3f54,20210720,122145,1.0,608-01-00712-09142,domestic,,20210720122145
517,call,SORTANT,3713ed8946ccbeed7fa699309372b5f5,20210720,175447,5.0,608-01-00715-09484,domestic,,20210720175447
518,call,ENTRANT,dd0955356754373d78f3eb1506a7bb0d,20210720,111917,77.0,608-01-00408-25290,domestic,,20210720111917
519,call,SORTANT,8ec6f84097ad82b85c46bc134c14d953,20210720,183019,4.0,608-01-00408-26807,domestic,,20210720183019
520,call,ENTRANT,c07abf3b27265ad04dcc961e9081dd9e,20210720,151152,21.0,608-01-09040-25132,domestic,,20210720151152
521,call,SORTANT,7ec0abde7df7878217b8ca1b1250393b,20210720,113509,71.0,608-01-00712-28277,domestic,,20210720113509
522,call,SORTANT,124d89ba2d8f6017f76f0c31995c741a,20210720,94520,3.0,608-01-09030-53953,domestic,,2021072094520
523,call,SORTANT,daf4b727038d655b833953eea39b4787,20210720,83743,13.0,608-01-00712-11421,domestic,,2021072083743
524,call,ENTRANT,821ed8f95228f39ee7b549ff0346f435,20210720,175005,11.0,608-01-09020-24906,domestic,,20210720175005
525,text,ENTRANT,44f23d820bda3439626a50759f7ba2e2,20210720,122842,1.0,608-01-09025-04507,domestic,,20210720122842
526,text,ENTRANT,6e5ac63e2b75981d7e424bc95c7c978b,20210720,132541,1.0,608-01-09000-03941,domestic,,20210720132541
527,text,SORTANT,884800569d3e865e1ebd326a48a498ca,20210720,65130,1.0,608-01-09030-44943,domestic,,2021072065130
528,call,SORTANT,84cc8a70e15fe9bffae2e79e1ef9da89,20210720,93725,100.0,608-01-09043-22996,domestic,,2021072093725
529,call,SORTANT,5bc634ac2f1a2b8bb07347fc3905c6c4,20210720,185454,50.0,608-01-09003-02624,domestic,,20210720185454
530,text,ENTRANT,b9972236e3a465728a0446a76c52fb89,20210720,214525,1.0,608-01-00601-24978,domestic,,20210720214525
531,call,SORTANT,a5744105b8499de240f2ce1094f8ef97,20210720,193051,2.0,608-01-00166-19255,domestic,,20210720193051
532,call,SORTANT,4726fb93f6944bd21ab33e99d831790f,20210720,162516,13.0,608-01-09000-00073,domestic,,20210720162516
533,call,ENTRANT,af814cf20db03d7d9166e788d3218377,20210720,959,14.0,608-01-09003-39622,domestic,,20210720959
534,call,SORTANT,2802de23c8540b30d630402dca5e5b91,20210720,105429,1.0,608-01-00164-19698,domestic,,20210720105429
535,call,ENTRANT,010b34cbad2c8705a1b278c3f0de69b7,20210720,130133,18.0,608-01-09000-18882,domestic,,20210720130133
536,call,SORTANT,5576eccd4d6aaa5528a6d898ca651102,20210720,144019,29.0,608-01-00408-24412,domestic,,20210720144019
537,text,ENTRANT,aef10e1715261966668640ae0a814de7,20210720,123211,1.0,608-01-00408-25296,domestic,,20210720123211
538,call,ENTRANT,c1535a79902fc5ff91ad156fe0342f1d,20210720,91431,20.0,608-01-09036-22134,domestic,,2021072091431
539,text,ENTRANT,38fcc7ebd5b746b83e5e5e7fb0f5589c,20210720,204905,1.0,608-01-09010-02368,domestic,,20210720204905
540,call,SORTANT,0131be0da8ff7feb2bfa4d8372bba9c3,20210720,203634,43.0,608-01-09040-24994,domestic,,20210720203634
541,text,ENTRANT,21d610b4701cd32b2967653dec13ac9a,20210720,125102,1.0,608-01-09040-30273,domestic,,20210720125102
542,call,ENTRANT,bdeaae6c3b7485b54cecc75eecdddcc9,20210720,13230,31.0,608-01-09040-30112,domestic,,2021072013230
543,text,ENTRANT,7c54020ea5e85f5f46552a7d2b1154ad,20210720,122721,1.0,608-01-00715-09484,domestic,,20210720122721
544,call,SORTANT,3ffc53baed1040f091d89064d3e9229e,20210720,111313,16.0,608-01-09040-24852,domestic,,20210720111313
545,text,ENTRANT,0ff00851314411fe97c689ef5f9e24cf,20210720,80130,1.0,608-01-09040-43313,domestic,,2021072080130
546,call,SORTANT,f4d3cb40877426763fb5277242d8d572,20210720,150601,3.0,608-01-09003-43887,domestic,,20210720150601
547,call,SORTANT,cb2a4b70f73ebee32b5c1a8508cfd0b4,20210720,193838,9.0,608-01-09040-24991,domestic,,20210720193838
548,call,SORTANT,3906112c022478303379cf7a7d2c0695,20210720,121549,5.0,608-01-00408-25290,domestic,,20210720121549
549,text,ENTRANT,2c2b30077fbe2f9986432a4bada0a3fc,20210720,183809,1.0,608-01-09030-06397,domestic,,20210720183809
550,text,ENTRANT,574bff83864adc9d2b47055670524643,20210720,205832,1.0,608-01-00712-13150,domestic,,20210720205832
551,text,ENTRANT,d2efa6faeaa323fff1c527416f6c0670,20210720,224644,1.0,608-01-09000-03941,domestic,,20210720224644
552,text,ENTRANT,b51124f42ec7aca1365fc4811c5e6627,20210720,234612,1.0,608-01-09040-25081,domestic,,20210720234612
553,text,ENTRANT,d02a6469026020b84566a0761087c947,20210720,190728,1.0,608-01-09031-21909,domestic,,20210720190728
554,call,ENTRANT,d2cbe62bae50db6718b0de8ff118dd49,20210720,194636,53.0,608-01-09003-02624,domestic,,20210720194636
555,call,SORTANT,390558f8d5f8d918dc4f5be775c3f260,20210720,121955,18.0,608-01-09008-19603,domestic,,20210720121955
556,text,ENTRANT,153806030cbbc902782aa181c8294e71,20210720,13405,1.0,608-01-09040-24999,domestic,,2021072013405
557,call,ENTRANT,31626793d3b118ee2791584781bf38aa,20210720,122244,151.0,608-01-00164-19698,domestic,,20210720122244
558,call,ENTRANT,1adff5404091e01bd63dc6387a106b0f,20210720,80647,179.0,608-01-09040-25124,domestic,,2021072080647
559,call,ENTRANT,ddce2411e850e8c2e4ae5db557dedf1d,20210720,145642,79.0,608-01-00408-25431,domestic,,20210720145642
560,call,SORTANT,a483885f4c6e32fe7513ddd041e18208,20210720,221448,65.0,608-01-09020-16155,domestic,,20210720221448
561,text,ENTRANT,12d6e0cfde625f6824c4efc7331b5adc,20210720,221406,1.0,608-01-09025-00055,domestic,,20210720221406
562,call,ENTRANT,bff914c7bf4cf6ce1b0f6fefac13530d,20210720,141348,9.0,608-01-09040-30343,domestic,,20210720141348
563,text,ENTRANT,6f87e7ebc3cdb441c4bb8aafb9b8800f,20210720,164034,1.0,608-01-09003-01854,domestic,,20210720164034
564,text,SORTANT,9e1d3a5338c20dc1f4890f4ac2d6bfc0,20210720,214740,1.0,608-01-09013-59726,domestic,,20210720214740
565,call,ENTRANT,aa842a1f831a76994cb412c2cd1d2600,20210720,180958,47.0,608-01-09036-28481,domestic,,20210720180958
566,text,ENTRANT,95a7cfd7dea55cf840acb397952bc80c,20210720,103429,1.0,608-01-00228-26878,domestic,,20210720103429
567,text,ENTRANT,42bdae2c04c31c43ed71871645f4542e,20210720,154134,1.0,608-01-09036-30543,domestic,,20210720154134
568,call,SORTANT,c8cd94b2fc70a61699fa7f2989e872d5,20210720,125725,52.0,608-01-09025-08983,domestic,,20210720125725
569,call,SORTANT,8aa6eb9708c9725ec1a91481b798cb0c,20210720,91406,21.0,608-01-09003-02625,domestic,,2021072091406
570,text,ENTRANT,48f41a023b572a7d6f4a342757efc144,20210720,104933,1.0,608-01-00715-03873,domestic,,20210720104933
571,call,SORTANT,8e4eccf69d87c2a81fb38992bf50c813,20210720,152819,11.0,608-01-09000-03943,domestic,,20210720152819
572,text,ENTRANT,a1c8d9bd3930f5c2163186e9a1ca1ca9,20210720,140751,1.0,608-01-00408-25431,domestic,,20210720140751
573,call,ENTRANT,b612c12c1a2fa9091b1e890e2c0cc78b,20210720,154451,108.0,608-01-00117-21491,domestic,,20210720154451
574,text,ENTRANT,25417a47ffebde8cc34b9a776c1592a5,20210720,185313,1.0,608-01-09030-04113,domestic,,20210720185313
575,text,ENTRANT,5c85aae0a3e14f840282f9122a391a26,20210720,164421,1.0,608-01-09025-47024,domestic,,20210720164421
576,text,ENTRANT,cea05ca2467f59e3e1c404ed6a684734,20210720,164359,1.0,608-01-00715-09483,domestic,,20210720164359
577,call,ENTRANT,2ce33faa5b56d6258e7561b068698c9b,20210720,190436,44.0,608-01-02008-24839,domestic,,20210720190436
578,call,SORTANT,aa9aaef6d518132b7555ada9df11a2a9,20210720,145813,9.0,608-01-00131-21381,domestic,,20210720145813
579,text,ENTRANT,95757882029175fb4dd2d06c2bae7d80,20210720,145309,1.0,608-01-09003-39621,domestic,,20210720145309
580,call,SORTANT,1e0a188e5533f7a7e766c4edd468b4b2,20210720,155645,20.0,608-01-09000-03946,domestic,,20210720155645
581,call,SORTANT,c1e2085ba58aeb57d6003d3f43668c2d,20210720,224324,4.0,608-01-09003-01565,domestic,,20210720224324
582,call,SORTANT,7f5de9a348e1e074f061a003722d8100,20210720,174206,40.0,608-01-00712-12344,domestic,,20210720174206
583,call,ENTRANT,2e03aa4a93e6bc72883aa22f88d03fe5,20210720,114501,33.0,608-01-00601-24985,domestic,,20210720114501
584,call,ENTRANT,1cf91a11d43399f76130834ce67720fb,20210720,201734,8.0,608-01-00164-19476,domestic,,20210720201734
585,call,ENTRANT,be80cad59b7df545355703e872fc1a35,20210720,85929,107.0,608-01-09043-34123,domestic,,2021072085929
586,text,ENTRANT,b5ccd1f3efb951140614edb5452b41a0,20210720,115138,1.0,608-01-00164-19580,domestic,,20210720115138
587,text,ENTRANT,48f2f8a09711f5c259c19bb7005b19b6,20210720,213257,1.0,608-01-09009-10524,domestic,,20210720213257
588,text,ENTRANT,2e827ab037ca5de12ea374b29cc8429c,20210720,11000,1.0,608-01-09040-34803,domestic,,2021072011000
589,text,ENTRANT,82ea08dfe19f226a2d4156d8badbbe20,20210720,205400,1.0,608-01-00601-25009,domestic,,20210720205400
590,text,ENTRANT,2c1fad1cbf162842be2ca97bf162d281,20210720,202755,1.0,608-01-00712-03748,domestic,,20210720202755
591,call,ENTRANT,23b560c6bd46f916e8ce341c86e7dc4a,20210720,160342,10.0,608-01-00117-21867,domestic,,20210720160342
592,call,SORTANT,14026c838cd0d2fd7eef064f7c2e709c,20210720,110738,78.0,608-01-09036-17038,domestic,,20210720110738
593,call,ENTRANT,4434cbce14d0570f470af8651b47841c,20210720,104628,36.0,608-01-09040-25081,domestic,,20210720104628
594,call,SORTANT,4c3915b3c8d03a04e67e1389efc53fdb,20210720,222456,51.0,608-01-00601-24846,domestic,,20210720222456
595,call,ENTRANT,a267e82126361ff94ef46960d1870832,20210720,155359,57.0,608-01-09036-17035,domestic,,20210720155359
596,call,SORTANT,264322fc123e510d456f375e93cc2a4c,20210720,224909,217.0,608-01-09040-35674,domestic,,20210720224909
597,call,SORTANT,e0120fe782b22ec5d9d10aef70e0fb60,20210720,231641,25.0,608-01-00206-27981,domestic,,20210720231641
598,call,ENTRANT,160f404bfa2c94e4eb102b6de1acc177,20210720,75712,14.0,608-01-09030-53953,domestic,,2021072075712
599,call,ENTRANT,4e5f3bea566b932ff2770191c6f0f5e1,20210720,145143,94.0,608-01-00712-32927,domestic,,20210720145143
600,text,ENTRANT,36f0699e8589fa1ccfee38118004607f,20210720,113302,1.0,608-01-09040-25134,domestic,,20210720113302
601,call,ENTRANT,29fc3f73200bc714af9fc86a34b2924e,20210720,104355,22.0,608-01-09040-30113,domestic,,20210720104355
602,call,ENTRANT,26926b8ea90f8ae1d73e0d9026541391,20210720,132418,123.0,608-01-09017-00794,domestic,,20210720132418
603,call,ENTRANT,e62050caae4b0b6f7c5ec59115b7cab2,20210720,214717,1262.0,608-01-00712-09142,domestic,,20210720214717
604,call,SORTANT,83814485bd0ada4a030a9b84d2aad689,20210720,160620,48.0,608-01-00712-09142,domestic,,20210720160620
605,text,ENTRANT,003367a8c8d4b4949f0b16df17ecdc37,20210720,103833,1.0,608-01-09025-00347,domestic,,20210720103833
606,text,ENTRANT,35641e6b1a74b8c7ab606bf686f49522,20210720,145851,1.0,608-01-00408-25296,domestic,,20210720145851
607,call,SORTANT,130fd16b863214fae658345eb5d38450,20210720,110320,29.0,608-01-00408-25290,domestic,,20210720110320
608,call,ENTRANT,956afb9bb739a74a685d6dbf3740977d,20210720,134616,5.0,608-01-02016-30525,domestic,,20210720134616
609,text,SORTANT,eaa7bbccfce8a083e4b34192eb61cd2b,20210720,214832,1.0,608-01-09001-33653,domestic,,20210720214832
610,call,ENTRANT,83371e11e183cf4c2feb267651d0c425,20210720,230633,25.0,608-01-09031-25618,domestic,,20210720230633
611,text,ENTRANT,04ea529ff649589d4b5eeb09979af957,20210720,165220,1.0,608-01-09043-34153,domestic,,20210720165220
612,text,ENTRANT,57504154fe43dd448e1684ab049d6b3e,20210720,95737,1.0,608-01-09000-36673,domestic,,2021072095737
613,call,SORTANT,b95412dfba941cf3885d80dde13b745c,20210720,191534,107.0,608-01-00715-09484,domestic,,20210720191534
614,text,ENTRANT,76eac1ae5db4515dc138c4cfc77fa3e6,20210720,151010,1.0,608-01-09029-54883,domestic,,20210720151010
615,text,ENTRANT,a1a5472d4494ab7bbccfada8252ff799,20210720,155318,1.0,608-01-09040-34763,domestic,,20210720155318
616,call,SORTANT,9a5589e2d41604af98f91056408d2b91,20210720,80016,29.0,608-01-00601-24991,domestic,,2021072080016
617,text,ENTRANT,98c4cf530493b17dace66ed21f4ac460,20210720,170745,1.0,608-01-00408-25285,domestic,,20210720170745
618,call,ENTRANT,d73109ff81f94010492413d559399ba6,20210720,182738,16.0,608-01-09000-00299,domestic,,20210720182738
619,call,SORTANT,f36345a5eeaa51490dd0ece965d3c248,20210720,184945,2.0,608-01-09040-34801,domestic,,20210720184945
620,text,ENTRANT,349aa8fe5c821e71b13a934680fc0b46,20210720,121113,1.0,608-01-00601-24906,domestic,,20210720121113
621,call,ENTRANT,dc2fdeaba0c1dda94eb6299d50c30258,20210720,183702,82.0,608-01-09000-36573,domestic,,20210720183702
622,call,DIVERS,46cd3b032ca1e169ce4b5c84cda539a5,20210720,190702,3.0,608-01-00408-26806,domestic,,20210720190702
623,call,SORTANT,ad9b61594b0cc55565e981e04586157c,20210720,162927,14.0,608-01-09012-14844,domestic,,20210720162927
624,call,SORTANT,248d9df1e35455011d59d73a869c7d65,20210720,203335,19.0,608-01-09031-39005,domestic,,20210720203335
625,call,ENTRANT,9e839d24d52e2a3034936d2adea013df,20210720,125351,47.0,608-01-09040-35675,domestic,,20210720125351
626,call,ENTRANT,2c6733f0e3b477d995cdfa83982475e6,20210720,211831,24.0,608-01-00716-05153,domestic,,20210720211831
627,text,ENTRANT,529c11c667bc224d9c8cc302c43680b5,20210720,100348,1.0,608-01-09000-19151,domestic,,20210720100348
628,call,SORTANT,1e5bea02085df08910c3ecb075d0027b,20210720,122320,78.0,608-01-09036-54403,domestic,,20210720122320
629,call,SORTANT,5406636219d486a6d4c9cabd90b74f62,20210720,95942,64.0,608-01-09000-00461,domestic,,2021072095942
630,call,SORTANT,ecffdb748de666645e7754881bf55fec,20210720,173442,2.0,608-01-09003-45831,domestic,,20210720173442
631,call,SORTANT,76ad499bb7173f3ffd926c9d724fa922,20210720,83929,4.0,608-01-00408-25297,domestic,,2021072083929
632,call,ENTRANT,28c253d7af423c3332c9e662087c6843,20210720,155617,98.0,608-01-09000-36883,domestic,,20210720155617
633,text,ENTRANT,4b54becc8cf92ca119afd2a7a3ff8595,20210720,224725,1.0,608-01-00601-24984,domestic,,20210720224725
634,call,DIVERS,8d89d18fa73739781ed26d4ed0ccb69b,20210720,193459,11.0,608-01-09008-00219,domestic,,20210720193459
635,call,ENTRANT,c83fde5bcc502f5bd788ba7797675ec0,20210720,203915,10.0,608-01-09000-36751,domestic,,20210720203915
636,call,SORTANT,2e0178e03538d5c58b7afff1247c87d7,20210720,124755,62.0,608-01-09040-25123,domestic,,20210720124755
637,text,ENTRANT,b9972236e3a465728a0446a76c52fb89,20210720,183256,1.0,608-01-00601-24977,domestic,,20210720183256
638,call,DIVERS,749a36f38d2523ba248464661e05804f,20210720,104758,12.0,608-01-09040-25092,domestic,,20210720104758
639,call,ENTRANT,69e1f7b68f4bbce0b96040ff762b04f7,20210720,112600,30.0,608-01-09000-22844,domestic,,20210720112600
640,text,ENTRANT,4938b4c9f2a44ff730f1d0a4c594837c,20210720,165839,1.0,608-01-09031-30533,domestic,,20210720165839
641,call,ENTRANT,f6dce0c53f19cf9d5782c51684f25597,20210720,203440,23.0,608-01-09000-00733,domestic,,20210720203440
642,call,ENTRANT,d08b75f54d250ebccfc0b0cdc910152e,20210720,74046,116.0,608-01-00712-11421,domestic,,2021072074046
643,call,ENTRANT,6a039f1721dd511b2187343bdbc7f184,20210720,152857,29.0,608-01-09025-44142,domestic,,20210720152857
644,call,ENTRANT,2cab24e65f5adf5261a95b95c8e7c0ff,20210720,73654,51.0,608-01-09005-15036,domestic,,2021072073654
