,traffic_type,traffic_direction,msisdn,call_date,call_time,duree,ms_location,timestamp
467,SMS,SORTANT,fd5ce2bd6191ae8d96c484e6d332949b,20210720,53422,1.0,608-01-09007-45843,2021-07-20 05:34:22
539,VOIX,SORTANT,0bebee0b3b040673e88740ce082fb611,20210720,125402,198.0,608-01-09010-05393,2021-07-20 12:54:02
531,VOIX,SORTANT,76dd5aa3250ad6bcff3635c01b474bae,20210720,70341,16.0,608-01-09020-30173,2021-07-20 07:03:41
618,SMS,ENTRANT,8f50f29f991841bdbe1e74f23bbcbddc,20210720,152209,1.0,608-01-09040-34701,2021-07-20 15:22:09
694,VOIX,ENTRANT,980c763fdaa8a63a43989e00472248e5,20210720,200548,59.0,608-01-09025-37012,2021-07-20 20:05:48
926,VOIX,ENTRANT,0b553cc5627a260f345dcb8bea72ff20,20210720,132053,65.0,608-01-09036-25622,2021-07-20 13:20:53
338,VOIX,SORTANT,01e6c1212f0ba23f0bbef7744229a91e,20210720,105855,17.0,608-01-00408-25289,2021-07-20 10:58:55
51,SMS,SORTANT,6802b579d0697a3941904393b9ae7a74,20210720,200823,1.0,608-01-00712-03850,2021-07-20 20:08:23
507,SMS,ENTRANT,793c9a5b08fd61d49264349475bfcb0f,20210720,104034,1.0,608-01-09040-25077,2021-07-20 10:40:34
516,SMS,ENTRANT,532d0a736686fa88875ac4296ee70b03,20210720,102917,1.0,608-01-09022-00000,2021-07-20 10:29:17
920,VOIX,SORTANT,059b30c90e3c641f559fc2fd63dd4a49,20210720,214449,10.0,608-01-09003-51927,2021-07-20 21:44:49
781,VOIX,ENTRANT,8eeff909276a686d998538c0000a1c7d,20210720,130030,46.0,608-01-09036-20603,2021-07-20 13:00:30
264,VOIX,SORTANT,709440a718fedd50398d833d23c2dab1,20210720,141032,37.0,608-01-09000-22841,2021-07-20 14:10:32
817,SMS,ENTRANT,1546412754921b0ff22e6d0b4e715136,20210720,100015,1.0,608-01-09040-24997,2021-07-20 10:00:15
710,SMS,ENTRANT,abb9a059ab757925b2785293374dc4bf,20210720,3339,1.0,608-01-00117-21495,
682,VOIX,ENTRANT,0fa9ab6a7106e75e57b51047802f3148,20210720,141002,28.0,608-01-09000-00207,2021-07-20 14:10:02
832,SMS,ENTRANT,c761c1e7654d28e4b273ef59df7006a3,20210720,125600,1.0,608-01-09040-30352,2021-07-20 12:56:00
518,VOIX,SORTANT,1ceab8db51eb1b45367fc5a527b2d3b4,20210720,114558,2.0,608-01-09036-25627,2021-07-20 11:45:58
447,SMS,ENTRANT,866b670567a8a74bff06455e901eb76a,20210720,110202,1.0,608-01-09017-02379,2021-07-20 11:02:02
18,VOIX,ENTRANT,c3eb25a3b73497873dcc5b4af852b416,20210720,164611,214.0,608-01-00712-33127,2021-07-20 16:46:11
715,VOIX,ENTRANT,d0a0ecc51990fdef139bad0effbec20a,20210720,222522,46.0,608-01-09010-56243,2021-07-20 22:25:22
483,VOIX,ENTRANT,50d3b96e753dfaa60e161746bb5598e2,20210720,132905,32.0,608-01-09003-35324,2021-07-20 13:29:05
568,SMS,ENTRANT,1a79db6bd551ed54a802b8aa8ad31d09,20210720,151938,1.0,608-01-09040-34702,2021-07-20 15:19:38
433,VOIX,SORTANT,f438a853292f3043c4d55e99dcb8ebd3,20210720,144227,12.0,608-01-02008-24852,2021-07-20 14:42:27
367,VOIX,ENTRANT,c07abf3b27265ad04dcc961e9081dd9e,20210720,201247,11.0,608-01-09040-25132,2021-07-20 20:12:47
83,VOIX,SORTANT,0c3f9f6dc2829b59d3aeb6f7e66fd89a,20210720,90533,33.0,608-01-09031-30533,2021-07-20 09:05:33
61,VOIX,SORTANT,a242a6ea2ac484cbb010a290252dea96,20210720,121001,53.0,608-01-09030-02089,2021-07-20 12:10:01
638,SMS,ENTRANT,f304cd809d0571e5dd6b848146ecc43d,20210720,134017,1.0,608-01-09036-25623,2021-07-20 13:40:17
272,VOIX,ENTRANT,ac47a7d744b80364747f2586df12f4bc,20210720,190517,123.0,608-01-00164-19698,2021-07-20 19:05:17
285,SMS,ENTRANT,83bb5f7c0ced7221e2c0f367657f7334,20210720,153823,1.0,608-01-09025-44369,2021-07-20 15:38:23
360,SMS,ENTRANT,7dd731b8c9830ed81c84db2b5e2a3408,20210720,130146,1.0,608-01-00117-21493,2021-07-20 13:01:46
354,VOIX,SORTANT,f25ca5006d1629bb5d375e5ece757086,20210720,123252,81.0,608-01-09001-01799,2021-07-20 12:32:52
456,VOIX,ENTRANT,d39f7cade5da2e107152d02329be282d,20210720,130110,99.0,608-01-00601-24989,2021-07-20 13:01:10
278,VOIX,DIVERS,fae2b9236d46dbec731c7dd259fe4121,20210720,195946,4.0,608-01-00164-20530,2021-07-20 19:59:46
12,SMS,ENTRANT,c761c1e7654d28e4b273ef59df7006a3,20210720,202638,1.0,608-01-09040-25022,2021-07-20 20:26:38
182,VOIX,ENTRANT,03d916441351761a04c2a3a3e1402f74,20210720,222441,39.0,608-01-09031-21908,2021-07-20 22:24:41
368,SMS,ENTRANT,0d17d77b5e9d7f786c17fbb3394bf568,20210720,182904,1.0,608-01-09040-34672,2021-07-20 18:29:04
881,VOIX,ENTRANT,b47e3d37e266799cdb4edf9b4484aa98,20210720,221852,23.0,608-01-02008-24839,2021-07-20 22:18:52
615,SMS,ENTRANT,196e7bec999fbc942cb6854136992634,20210720,712,1.0,608-01-09003-01562,
223,SMS,ENTRANT,984861ad168756588d0510cefbdd5562,20210720,184158,1.0,608-01-00712-04911,2021-07-20 18:41:58
572,SMS,ENTRANT,f182379a3887482496d84786e8595ae5,20210720,95444,1.0,608-01-09014-11375,2021-07-20 09:54:44
970,SMS,ENTRANT,84b8f55046e160fdaff75c676096ef3d,20210720,61021,1.0,608-01-09000-36571,2021-07-20 06:10:21
653,SMS,ENTRANT,473582ceecf265d389c960f273e8a7d7,20210720,92101,1.0,608-01-00408-25282,2021-07-20 09:21:01
545,VOIX,SORTANT,8f84972fc2c22ebad18b647ac20dcfe3,20210720,122014,4.0,608-01-09026-61319,2021-07-20 12:20:14
582,SMS,ENTRANT,25ac4ea1dcb6ac248c0f8f0cceb268e6,20210720,152854,1.0,608-01-09003-01348,2021-07-20 15:28:54
633,VOIX,SORTANT,f2321660fb89fe80a1d0f66e26e7c4ed,20210720,212634,276.0,608-01-09007-23555,2021-07-20 21:26:34
176,SMS,ENTRANT,3446744ac0c89e49e10b59202a74f60e,20210720,152019,1.0,608-01-09040-30333,2021-07-20 15:20:19
665,VOIX,SORTANT,8bd7ad94985b14bd59597d9ed272e834,20210720,200946,41.0,608-01-09000-03942,2021-07-20 20:09:46
673,VOIX,ENTRANT,2557e36c2309b500fecc6a1d3ce3301c,20210720,231945,384.0,608-01-09030-53952,2021-07-20 23:19:45
585,SMS,ENTRANT,3e7c370fdbd52f346df2456a7e68016e,20210720,130305,1.0,608-01-09000-36883,2021-07-20 13:03:05
873,VOIX,SORTANT,a4e7c4ec733b9bb79754e87b64a33701,20210720,201745,7.0,608-01-00408-25289,2021-07-20 20:17:45
393,VOIX,SORTANT,187e1ff5ed61260cf3eceab84c7e6c08,20210720,212924,47.0,608-01-09035-12615,2021-07-20 21:29:24
163,VOIX,SORTANT,3cd7c8420d513d54032df962ab0a89ea,20210720,222239,262.0,608-01-00411-31627,2021-07-20 22:22:39
248,VOIX,SORTANT,cb866e9228f5679260625700532d651e,20210720,111219,76.0,608-01-09040-24955,2021-07-20 11:12:19
634,VOIX,SORTANT,71c8f05aeb62f98bb7bcd0ee60634d9b,20210720,151844,29.0,608-01-09031-25612,2021-07-20 15:18:44
885,SMS,ENTRANT,d68cb9e1dc5b1be6d71c4d9a327507b7,20210720,231249,1.0,608-01-09000-00736,2021-07-20 23:12:49
669,SMS,ENTRANT,910bff5609bf712c6a7227d1eb14b6f9,20210720,113552,1.0,608-01-09030-48913,2021-07-20 11:35:52
375,VOIX,SORTANT,30b98a772e31b8bff208f13535993794,20210720,195547,27.0,608-01-09010-02619,2021-07-20 19:55:47
412,VOIX,ENTRANT,907d1610586c9337c2b19b00eca3bc79,20210720,191501,751.0,608-01-09000-03944,2021-07-20 19:15:01
74,SMS,ENTRANT,3120053150070a4d80e4959ced079264,20210720,224107,1.0,608-01-09020-30101,2021-07-20 22:41:07
113,VOIX,ENTRANT,3a7bf6129cf87c1f9e1a37dfd16a0d7b,20210720,30114,6.0,608-01-09040-34672,2021-07-20 03:01:14
598,SMS,ENTRANT,d347dae66ef3bb929879c509b3f32976,20210720,122603,1.0,608-01-09036-20602,2021-07-20 12:26:03
961,VOIX,ENTRANT,405aa611299249b32ae8bc7da31b667a,20210720,83947,47.0,608-01-09040-30112,2021-07-20 08:39:47
390,SMS,ENTRANT,508f3a8da280dfdd7ce1b50e638e509f,20210720,92421,1.0,608-01-09043-23006,2021-07-20 09:24:21
104,VOIX,SORTANT,ebc2dfdf67bd18f4f3db4f3005af1495,20210720,185211,22.0,608-01-09040-25085,2021-07-20 18:52:11
114,VOIX,ENTRANT,a431fbd78a2eba2447f0a37dd69f56dc,20210720,192437,1.0,608-01-09003-43887,2021-07-20 19:24:37
417,VOIX,ENTRANT,e49d96f76288b02845b8b7deceffbb83,20210720,124403,18.0,608-01-00164-19473,2021-07-20 12:44:03
525,VOIX,ENTRANT,4f268594cf462024050e3bc171aaaab9,20210720,205102,151.0,608-01-09013-60133,2021-07-20 20:51:02
457,SMS,ENTRANT,ebc4ca0bda5452ee75816132dcbdbe59,20210720,160547,1.0,608-01-09029-61418,2021-07-20 16:05:47
409,VOIX,ENTRANT,2c139ab269c662c2d2ec7c84141d3260,20210720,222508,58.0,608-01-02008-24887,2021-07-20 22:25:08
92,VOIX,ENTRANT,d12e9358281e0fb1eb2a297eac7d19c3,20210720,224353,11.0,608-01-09000-36881,2021-07-20 22:43:53
930,SMS,ENTRANT,7e0870ebb7a88324c327824e412287ce,20210720,134717,1.0,608-01-09043-22992,2021-07-20 13:47:17
89,VOIX,DIVERS,13e410d8a40f206552843f0a6012afbb,20210720,173544,2.0,608-01-09031-30533,2021-07-20 17:35:44
336,VOIX,ENTRANT,749a36f38d2523ba248464661e05804f,20210720,150006,11.0,608-01-09020-30231,2021-07-20 15:00:06
988,SMS,ENTRANT,f81b5a49060975c1efaa4bb268db0bf4,20210720,214129,1.0,608-01-09025-44311,2021-07-20 21:41:29
921,SMS,ENTRANT,5ad01821e9b18afc9032bc8beb05afee,20210720,210931,1.0,608-01-09040-25108,2021-07-20 21:09:31
933,SMS,ENTRANT,cca9193b1bec911d95a90354fa06618d,20210720,90710,1.0,608-01-09000-00736,2021-07-20 09:07:10
605,VOIX,ENTRANT,d050b55198c5250b860d25844115b104,20210720,205732,133.0,608-01-00601-25007,2021-07-20 20:57:32
593,VOIX,SORTANT,89269de1ac39f843a52e5a090b9b690e,20210720,143513,44.0,608-01-09003-02624,2021-07-20 14:35:13
611,VOIX,SORTANT,0c939a9f9d84f3877e00bc2aaaf23dba,20210720,181447,31.0,608-01-00117-21945,2021-07-20 18:14:47
94,SMS,ENTRANT,5413006cb3aca0f202326c5bf6d46dd3,20210720,100916,1.0,608-01-09036-25621,2021-07-20 10:09:16
11,SMS,ENTRANT,819b13395860c6c276dd6732ccf8e417,20210720,152711,1.0,608-01-09020-25863,2021-07-20 15:27:11
396,SMS,ENTRANT,9ae6f4e9f2b911707397dba23515d7d3,20210720,100254,1.0,608-01-09036-41207,2021-07-20 10:02:54
533,VOIX,SORTANT,fe6b334d82b2c8a676eeb405befe73a6,20210720,104351,38.0,608-01-09001-01236,2021-07-20 10:43:51
43,VOIX,ENTRANT,c39f9ca66105a1f475809ab80c843f1a,20210720,222137,60.0,608-01-00408-25430,2021-07-20 22:21:37
42,SMS,ENTRANT,8b82078b42569df4054283b6bc3063f5,20210720,122102,1.0,608-01-09025-36143,2021-07-20 12:21:02
329,VOIX,ENTRANT,bd6e0178379f5f70cea70c7783e0f380,20210720,93534,134.0,608-01-09036-17037,2021-07-20 09:35:34
167,SMS,ENTRANT,e44f17ca9ece123bb5813789f980d073,20210720,184751,1.0,608-01-00601-24977,2021-07-20 18:47:51
497,VOIX,SORTANT,a04c71b031975e04be422585b18c94b3,20210720,223023,10.0,608-01-09031-25613,2021-07-20 22:30:23
876,VOIX,ENTRANT,044e25abf2c2cfde5848e2213ee96385,20210720,184553,27.0,608-01-00601-24948,2021-07-20 18:45:53
597,SMS,SORTANT,d0a03bc5c9a757a17ec34cfc31b6c0fa,20210720,192059,1.0,608-01-00706-11033,2021-07-20 19:20:59
756,VOIX,SORTANT,e8980b74c36283582a7bb01c43ae616b,20210720,151105,99.0,608-01-09040-25129,2021-07-20 15:11:05
100,SMS,ENTRANT,89120701fe0a67dd0f9a771c899105ae,20210720,231219,1.0,608-01-09018-14574,2021-07-20 23:12:19
426,VOIX,SORTANT,e17d159b1960241a713915604751694d,20210720,103254,83.0,608-01-09040-25022,2021-07-20 10:32:54
178,SMS,ENTRANT,3e7c370fdbd52f346df2456a7e68016e,20210720,220615,1.0,608-01-09008-06801,2021-07-20 22:06:15
444,VOIX,SORTANT,b136dfd51188b8ed980b2fb06b937531,20210720,225601,3.0,608-01-09040-25022,2021-07-20 22:56:01
416,VOIX,SORTANT,c6f029916bd8d15928b1603d863f9d44,20210720,134555,45.0,608-01-09031-25618,2021-07-20 13:45:55
870,SMS,ENTRANT,76eac1ae5db4515dc138c4cfc77fa3e6,20210720,190548,1.0,608-01-09029-52033,2021-07-20 19:05:48
882,VOIX,SORTANT,76d8ed7e9b69cc6b3079db7ea3aef2e3,20210720,142141,499.0,608-01-09030-54033,2021-07-20 14:21:41
680,SMS,ENTRANT,b4be6a7bcee267f8e0e2cbd8701c3a63,20210720,120033,1.0,608-01-00601-24938,2021-07-20 12:00:33
177,VOIX,ENTRANT,2ca5b38d3e8296b7cfafafec93c22252,20210720,163039,19.0,608-01-09036-43112,2021-07-20 16:30:39
395,VOIX,ENTRANT,1aae7eb6597992bdeed77b31448a7abf,20210720,231429,63.0,608-01-00712-12511,2021-07-20 23:14:29
911,SMS,ENTRANT,d4dce50e647a7b59967f0048cce5be1a,20210720,125806,1.0,608-01-00715-00036,2021-07-20 12:58:06
793,VOIX,SORTANT,7a4ed85d7022b2baa244e152085c2197,20210720,192252,102.0,608-01-09043-33963,2021-07-20 19:22:52
960,VOIX,SORTANT,2defa863cbcba3d4b8ee5f69838649a9,20210720,211443,79.0,608-01-09043-13234,2021-07-20 21:14:43
684,VOIX,ENTRANT,d94320ffa36b55e378dd85e0d75917c4,20210720,135301,68.0,608-01-09040-25074,2021-07-20 13:53:01
383,SMS,ENTRANT,bb6a0a159f826689f589986007139db0,20210720,25341,1.0,608-01-09000-00319,2021-07-20 02:53:41
956,VOIX,SORTANT,05e84fdd2076725cc174cf77eded2889,20210720,115918,69.0,608-01-00408-25289,2021-07-20 11:59:18
751,VOIX,ENTRANT,7ff1f79ace7cc90678152bdc6a7e0cb7,20210720,143508,171.0,608-01-09000-18523,2021-07-20 14:35:08
257,SMS,SORTANT,ffb1055fa14d47150eb1209552721111,20210720,205451,1.0,608-01-09010-05399,2021-07-20 20:54:51
538,VOIX,SORTANT,f25ca5006d1629bb5d375e5ece757086,20210720,233446,58.0,608-01-09031-22408,2021-07-20 23:34:46
335,VOIX,SORTANT,c6f0d22fc506bab022b42888799f5b10,20210720,111453,100.0,608-01-09040-30353,2021-07-20 11:14:53
15,VOIX,ENTRANT,761a1c7694fdad57215fa72cba278676,20210720,203416,36.0,608-01-09040-25074,2021-07-20 20:34:16
324,VOIX,SORTANT,313ec51ffc720bc657676df7cf04b2fe,20210720,845,3.0,608-01-00601-24931,
758,VOIX,SORTANT,7d179616e9f8571df635ba725f5ab8c6,20210720,231112,22.0,608-01-09040-25108,2021-07-20 23:11:12
222,VOIX,SORTANT,403beb74c00b6fabbaf3a05d9b3faeb7,20210720,131058,60.0,608-01-09000-00209,2021-07-20 13:10:58
179,SMS,ENTRANT,18d288cffb63d104e4639ffe5f4b8232,20210720,100028,1.0,608-01-09000-18393,2021-07-20 10:00:28
983,VOIX,ENTRANT,c83fde5bcc502f5bd788ba7797675ec0,20210720,222306,45.0,608-01-09000-00731,2021-07-20 22:23:06
22,SMS,ENTRANT,dd11c88b90d5ec058b2f260be8238d6b,20210720,211310,1.0,608-01-00226-33159,2021-07-20 21:13:10
356,VOIX,ENTRANT,73b7888790a70f0e045406e9fff4962e,20210720,95200,20.0,608-01-09002-19533,2021-07-20 09:52:00
666,SMS,ENTRANT,88af1e584ab3f1a3fafb6bf74e7f3f54,20210720,122145,1.0,608-01-00712-09142,2021-07-20 12:21:45
861,VOIX,SORTANT,3713ed8946ccbeed7fa699309372b5f5,20210720,175447,5.0,608-01-00715-09484,2021-07-20 17:54:47
340,VOIX,ENTRANT,dd0955356754373d78f3eb1506a7bb0d,20210720,111917,77.0,608-01-00408-25290,2021-07-20 11:19:17
431,VOIX,SORTANT,8ec6f84097ad82b85c46bc134c14d953,20210720,183019,4.0,608-01-00408-26807,2021-07-20 18:30:19
551,VOIX,ENTRANT,c07abf3b27265ad04dcc961e9081dd9e,20210720,151152,21.0,608-01-09040-25132,2021-07-20 15:11:52
833,VOIX,SORTANT,7ec0abde7df7878217b8ca1b1250393b,20210720,113509,71.0,608-01-00712-28277,2021-07-20 11:35:09
203,VOIX,SORTANT,124d89ba2d8f6017f76f0c31995c741a,20210720,94520,3.0,608-01-09030-53953,2021-07-20 09:45:20
630,VOIX,SORTANT,daf4b727038d655b833953eea39b4787,20210720,83743,13.0,608-01-00712-11421,2021-07-20 08:37:43
93,VOIX,ENTRANT,821ed8f95228f39ee7b549ff0346f435,20210720,175005,11.0,608-01-09020-24906,2021-07-20 17:50:05
558,SMS,ENTRANT,44f23d820bda3439626a50759f7ba2e2,20210720,122842,1.0,608-01-09025-04507,2021-07-20 12:28:42
68,SMS,ENTRANT,6e5ac63e2b75981d7e424bc95c7c978b,20210720,132541,1.0,608-01-09000-03941,2021-07-20 13:25:41
622,SMS,SORTANT,884800569d3e865e1ebd326a48a498ca,20210720,65130,1.0,608-01-09030-44943,2021-07-20 06:51:30
284,VOIX,SORTANT,84cc8a70e15fe9bffae2e79e1ef9da89,20210720,93725,100.0,608-01-09043-22996,2021-07-20 09:37:25
844,VOIX,SORTANT,5bc634ac2f1a2b8bb07347fc3905c6c4,20210720,185454,50.0,608-01-09003-02624,2021-07-20 18:54:54
434,SMS,ENTRANT,b9972236e3a465728a0446a76c52fb89,20210720,214525,1.0,608-01-00601-24978,2021-07-20 21:45:25
153,VOIX,SORTANT,a5744105b8499de240f2ce1094f8ef97,20210720,193051,2.0,608-01-00166-19255,2021-07-20 19:30:51
75,VOIX,SORTANT,4726fb93f6944bd21ab33e99d831790f,20210720,162516,13.0,608-01-09000-00073,2021-07-20 16:25:16
730,VOIX,ENTRANT,af814cf20db03d7d9166e788d3218377,20210720,959,14.0,608-01-09003-39622,
446,VOIX,SORTANT,2802de23c8540b30d630402dca5e5b91,20210720,105429,1.0,608-01-00164-19698,2021-07-20 10:54:29
188,VOIX,ENTRANT,010b34cbad2c8705a1b278c3f0de69b7,20210720,130133,18.0,608-01-09000-18882,2021-07-20 13:01:33
271,VOIX,SORTANT,5576eccd4d6aaa5528a6d898ca651102,20210720,144019,29.0,608-01-00408-24412,2021-07-20 14:40:19
236,SMS,ENTRANT,aef10e1715261966668640ae0a814de7,20210720,123211,1.0,608-01-00408-25296,2021-07-20 12:32:11
487,VOIX,ENTRANT,c1535a79902fc5ff91ad156fe0342f1d,20210720,91431,20.0,608-01-09036-22134,2021-07-20 09:14:31
117,SMS,ENTRANT,38fcc7ebd5b746b83e5e5e7fb0f5589c,20210720,204905,1.0,608-01-09010-02368,2021-07-20 20:49:05
943,VOIX,SORTANT,0131be0da8ff7feb2bfa4d8372bba9c3,20210720,203634,43.0,608-01-09040-24994,2021-07-20 20:36:34
512,SMS,ENTRANT,21d610b4701cd32b2967653dec13ac9a,20210720,125102,1.0,608-01-09040-30273,2021-07-20 12:51:02
825,VOIX,ENTRANT,bdeaae6c3b7485b54cecc75eecdddcc9,20210720,13230,31.0,608-01-09040-30112,2021-07-20 01:32:30
591,SMS,ENTRANT,7c54020ea5e85f5f46552a7d2b1154ad,20210720,122721,1.0,608-01-00715-09484,2021-07-20 12:27:21
126,VOIX,SORTANT,3ffc53baed1040f091d89064d3e9229e,20210720,111313,16.0,608-01-09040-24852,2021-07-20 11:13:13
116,SMS,ENTRANT,0ff00851314411fe97c689ef5f9e24cf,20210720,80130,1.0,608-01-09040-43313,2021-07-20 08:01:30
473,VOIX,SORTANT,f4d3cb40877426763fb5277242d8d572,20210720,150601,3.0,608-01-09003-43887,2021-07-20 15:06:01
693,VOIX,SORTANT,cb2a4b70f73ebee32b5c1a8508cfd0b4,20210720,193838,9.0,608-01-09040-24991,2021-07-20 19:38:38
57,VOIX,SORTANT,3906112c022478303379cf7a7d2c0695,20210720,121549,5.0,608-01-00408-25290,2021-07-20 12:15:49
863,SMS,ENTRANT,2c2b30077fbe2f9986432a4bada0a3fc,20210720,183809,1.0,608-01-09030-06397,2021-07-20 18:38:09
912,SMS,ENTRANT,574bff83864adc9d2b47055670524643,20210720,205832,1.0,608-01-00712-13150,2021-07-20 20:58:32
369,SMS,ENTRANT,d2efa6faeaa323fff1c527416f6c0670,20210720,224644,1.0,608-01-09000-03941,2021-07-20 22:46:44
268,SMS,ENTRANT,b51124f42ec7aca1365fc4811c5e6627,20210720,234612,1.0,608-01-09040-25081,2021-07-20 23:46:12
46,SMS,ENTRANT,d02a6469026020b84566a0761087c947,20210720,190728,1.0,608-01-09031-21909,2021-07-20 19:07:28
349,VOIX,ENTRANT,d2cbe62bae50db6718b0de8ff118dd49,20210720,194636,53.0,608-01-09003-02624,2021-07-20 19:46:36
195,VOIX,SORTANT,390558f8d5f8d918dc4f5be775c3f260,20210720,121955,18.0,608-01-09008-19603,2021-07-20 12:19:55
999,SMS,ENTRANT,153806030cbbc902782aa181c8294e71,20210720,13405,1.0,608-01-09040-24999,2021-07-20 01:34:05
834,VOIX,ENTRANT,31626793d3b118ee2791584781bf38aa,20210720,122244,151.0,608-01-00164-19698,2021-07-20 12:22:44
736,VOIX,ENTRANT,1adff5404091e01bd63dc6387a106b0f,20210720,80647,179.0,608-01-09040-25124,2021-07-20 08:06:47
263,VOIX,ENTRANT,ddce2411e850e8c2e4ae5db557dedf1d,20210720,145642,79.0,608-01-00408-25431,2021-07-20 14:56:42
443,VOIX,SORTANT,a483885f4c6e32fe7513ddd041e18208,20210720,221448,65.0,608-01-09020-16155,2021-07-20 22:14:48
675,SMS,ENTRANT,12d6e0cfde625f6824c4efc7331b5adc,20210720,221406,1.0,608-01-09025-00055,2021-07-20 22:14:06
304,VOIX,ENTRANT,bff914c7bf4cf6ce1b0f6fefac13530d,20210720,141348,9.0,608-01-09040-30343,2021-07-20 14:13:48
341,SMS,ENTRANT,6f87e7ebc3cdb441c4bb8aafb9b8800f,20210720,164034,1.0,608-01-09003-01854,2021-07-20 16:40:34
966,SMS,SORTANT,9e1d3a5338c20dc1f4890f4ac2d6bfc0,20210720,214740,1.0,608-01-09013-59726,2021-07-20 21:47:40
149,VOIX,ENTRANT,aa842a1f831a76994cb412c2cd1d2600,20210720,180958,47.0,608-01-09036-28481,2021-07-20 18:09:58
124,SMS,ENTRANT,95a7cfd7dea55cf840acb397952bc80c,20210720,103429,1.0,608-01-00228-26878,2021-07-20 10:34:29
786,SMS,ENTRANT,42bdae2c04c31c43ed71871645f4542e,20210720,154134,1.0,608-01-09036-30543,2021-07-20 15:41:34
50,VOIX,SORTANT,c8cd94b2fc70a61699fa7f2989e872d5,20210720,125725,52.0,608-01-09025-08983,2021-07-20 12:57:25
353,VOIX,SORTANT,8aa6eb9708c9725ec1a91481b798cb0c,20210720,91406,21.0,608-01-09003-02625,2021-07-20 09:14:06
927,SMS,ENTRANT,48f41a023b572a7d6f4a342757efc144,20210720,104933,1.0,608-01-00715-03873,2021-07-20 10:49:33
142,VOIX,SORTANT,8e4eccf69d87c2a81fb38992bf50c813,20210720,152819,11.0,608-01-09000-03943,2021-07-20 15:28:19
470,SMS,ENTRANT,a1c8d9bd3930f5c2163186e9a1ca1ca9,20210720,140751,1.0,608-01-00408-25431,2021-07-20 14:07:51
399,VOIX,ENTRANT,b612c12c1a2fa9091b1e890e2c0cc78b,20210720,154451,108.0,608-01-00117-21491,2021-07-20 15:44:51
625,SMS,ENTRANT,25417a47ffebde8cc34b9a776c1592a5,20210720,185313,1.0,608-01-09030-04113,2021-07-20 18:53:13
320,SMS,ENTRANT,5c85aae0a3e14f840282f9122a391a26,20210720,164421,1.0,608-01-09025-47024,2021-07-20 16:44:21
19,SMS,ENTRANT,cea05ca2467f59e3e1c404ed6a684734,20210720,164359,1.0,608-01-00715-09483,2021-07-20 16:43:59
809,VOIX,ENTRANT,2ce33faa5b56d6258e7561b068698c9b,20210720,190436,44.0,608-01-02008-24839,2021-07-20 19:04:36
790,VOIX,SORTANT,aa9aaef6d518132b7555ada9df11a2a9,20210720,145813,9.0,608-01-00131-21381,2021-07-20 14:58:13
808,SMS,ENTRANT,95757882029175fb4dd2d06c2bae7d80,20210720,145309,1.0,608-01-09003-39621,2021-07-20 14:53:09
407,VOIX,SORTANT,1e0a188e5533f7a7e766c4edd468b4b2,20210720,155645,20.0,608-01-09000-03946,2021-07-20 15:56:45
537,VOIX,SORTANT,c1e2085ba58aeb57d6003d3f43668c2d,20210720,224324,4.0,608-01-09003-01565,2021-07-20 22:43:24
620,VOIX,SORTANT,7f5de9a348e1e074f061a003722d8100,20210720,174206,40.0,608-01-00712-12344,2021-07-20 17:42:06
38,VOIX,ENTRANT,2e03aa4a93e6bc72883aa22f88d03fe5,20210720,114501,33.0,608-01-00601-24985,2021-07-20 11:45:01
175,VOIX,ENTRANT,1cf91a11d43399f76130834ce67720fb,20210720,201734,8.0,608-01-00164-19476,2021-07-20 20:17:34
245,VOIX,ENTRANT,be80cad59b7df545355703e872fc1a35,20210720,85929,107.0,608-01-09043-34123,2021-07-20 08:59:29
828,SMS,ENTRANT,b5ccd1f3efb951140614edb5452b41a0,20210720,115138,1.0,608-01-00164-19580,2021-07-20 11:51:38
667,SMS,ENTRANT,48f2f8a09711f5c259c19bb7005b19b6,20210720,213257,1.0,608-01-09009-10524,2021-07-20 21:32:57
754,SMS,ENTRANT,2e827ab037ca5de12ea374b29cc8429c,20210720,11000,1.0,608-01-09040-34803,2021-07-20 01:10:00
858,SMS,ENTRANT,82ea08dfe19f226a2d4156d8badbbe20,20210720,205400,1.0,608-01-00601-25009,2021-07-20 20:54:00
154,SMS,ENTRANT,2c1fad1cbf162842be2ca97bf162d281,20210720,202755,1.0,608-01-00712-03748,2021-07-20 20:27:55
287,VOIX,ENTRANT,23b560c6bd46f916e8ce341c86e7dc4a,20210720,160342,10.0,608-01-00117-21867,2021-07-20 16:03:42
602,VOIX,SORTANT,14026c838cd0d2fd7eef064f7c2e709c,20210720,110738,78.0,608-01-09036-17038,2021-07-20 11:07:38
569,VOIX,ENTRANT,4434cbce14d0570f470af8651b47841c,20210720,104628,36.0,608-01-09040-25081,2021-07-20 10:46:28
743,VOIX,SORTANT,4c3915b3c8d03a04e67e1389efc53fdb,20210720,222456,51.0,608-01-00601-24846,2021-07-20 22:24:56
17,VOIX,ENTRANT,a267e82126361ff94ef46960d1870832,20210720,155359,57.0,608-01-09036-17035,2021-07-20 15:53:59
127,VOIX,SORTANT,264322fc123e510d456f375e93cc2a4c,20210720,224909,217.0,608-01-09040-35674,2021-07-20 22:49:09
322,VOIX,SORTANT,e0120fe782b22ec5d9d10aef70e0fb60,20210720,231641,25.0,608-01-00206-27981,2021-07-20 23:16:41
