,volume,msisdn,ms_location,call_date,call_time,timestamp
885,0.0,1d25e1259bc60b36689e572b8d1867f0,608-01-09003-00142,20211118,135929,2021-11-18 13:59:29
669,0.0001678466796875,91dc8a8de4546c8260a9297133c7349e,608-01-00715-09671,20211118,64545,2021-11-18 06:45:45
375,2.0476551055908203,42facd1207e406705b12efdd0275c7ae,608-01-01158-00002,20211118,184346,2021-11-18 18:43:46
412,0.0,4487583d47538e20f89b535f7f8bc620,608-01-02971-00002,20211118,231512,2021-11-18 23:15:12
74,0.0039653778076171,dd4625be840a356321134ca5eaacac22,608-01-09025-00058,20211118,14455,2021-11-18 01:44:55
113,0.0007286071777343,d0b58e015aa74fe8c829bdcd981ac28d,608-01-17505-00003,20211118,121526,2021-11-18 12:15:26
598,1.0045042037963867,e6f8221f36d7487f85348266c747257c,608-01-09003-33152,20211118,203443,2021-11-18 20:34:43
961,0.3461437225341797,83b30cd78587afa9007624cb4d75193b,608-01-09030-53953,20211118,225135,2021-11-18 22:51:35
390,3.1504812240600586,3eb59b2476a111abf154d10f1a687cad,608-01-02851-00002,20211118,95734,2021-11-18 09:57:34
104,0.1058912277221679,ad94d04e1c652f42158a56d8eeb62ce1,608-01-09028-18071,20211118,152713,2021-11-18 15:27:13
114,116.56168270111084,f97029b921ed8301c38b510821af9dcd,608-01-00757-00005,20211118,40616,2021-11-18 04:06:16
417,0.1715173721313476,07ae9f11ca792c483dbb4c945762221b,608-01-09000-18882,20211118,221705,2021-11-18 22:17:05
525,0.5108213424682617,5c9cf8e4883e63edc7ca74e5aec7344d,608-01-09000-36573,20211118,122458,2021-11-18 12:24:58
457,28.449671745300293,d3d1432890b2fbe7411560ebb27171a4,608-01-09010-02363,20211118,73109,2021-11-18 07:31:09
409,2.8618297576904297,74f6103b0eea9957fd4a37c6c0822575,608-01-00140-00011,20211118,141030,2021-11-18 14:10:30
92,0.0,50485912b8a381046e5d0d55b77e039f,608-01-00704-00003,20211118,35318,2021-11-18 03:53:18
930,13.18173599243164,2abee29166b55d099b03ee1ec619ba02,608-01-09036-28481,20211118,131612,2021-11-18 13:16:12
89,0.8023777008056641,67d16677236579c0242ecf08806f9978,608-01-00381-00002,20211118,174508,2021-11-18 17:45:08
336,0.7592830657958984,0ccb99ce9cf0cf0420c2e5d2774d3988,608-01-09036-25618,20211118,80215,2021-11-18 08:02:15
988,0.3089780807495117,4d6f391566b36d06c9952d003ebe0289,608-01-00753-00005,20211118,194242,2021-11-18 19:42:42
921,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,205624,2021-11-18 20:56:24
933,5.718931198120117,d598d044e8a9176ba3609b9a75be66aa,608-01-00701-00002,20211118,184754,2021-11-18 18:47:54
605,0.1311674118041992,b3abc4b63dfc034036c106e59f85bcb3,608-01-02080-00005,20211118,93808,2021-11-18 09:38:08
593,0.0058927536010742,5a6eb8f0ab38d6d2d511bb70d632fc30,608-01-09036-28873,20211118,190122,2021-11-18 19:01:22
611,4.773284912109375,c9f1972f70259c15aa277ea0d099b0b6,608-01-00083-00011,20211118,191343,2021-11-18 19:13:43
94,0.7909717559814453,51ab5fbccb2583ffe41ee4721f1c6cd1,608-01-09040-30363,20211118,120724,2021-11-18 12:07:24
11,0.0,c9c9487320b699459ba402015a08cd24,608-01-09036-25611,20211118,185932,2021-11-18 18:59:32
396,11.39897918701172,0e4bb853def793f410c49e2276be144c,608-01-00047-00012,20211118,172149,2021-11-18 17:21:49
533,0.0055618286132812,666e0f72f44975fb6b25874f79c23f52,608-01-00712-04911,20211118,160415,2021-11-18 16:04:15
43,0.0,ee517d081ecc04739e28e070e05a874e,608-01-00985-00004,20211118,160410,2021-11-18 16:04:10
42,0.0,ee517d081ecc04739e28e070e05a874e,608-01-00985-00004,20211118,120007,2021-11-18 12:00:07
329,14.423434257507324,c63c7fda104cb3d76807a1a30c4eba6c,608-01-00074-00000,20211118,94745,2021-11-18 09:47:45
167,0.0283384323120117,658e24d9a4748738f67397384c73eea4,608-01-00047-00000,20211118,101304,2021-11-18 10:13:04
497,0.1541652679443359,e0f02c5bbbec5d39f696bdf158830523,608-01-09043-26964,20211118,201214,2021-11-18 20:12:14
876,0.0,5e863b7d7c6c2a5cba8044c3983d23f5,608-01-09000-03941,20211118,122036,2021-11-18 12:20:36
597,0.0,1d710c8cb47df6d0dc3036d5eca78cca,608-01-00045-00001,20211118,81659,2021-11-18 08:16:59
756,0.0415983200073242,28d9376e148f23c9eb2e9b628f60d7a7,608-01-00062-00007,20211118,172225,2021-11-18 17:22:25
100,0.2881593704223633,e8af3554dcef95ae4f73a30db39519f5,608-01-09017-45603,20211118,143828,2021-11-18 14:38:28
426,0.3791942596435547,47752186b9cec2337d49f37874c0b51b,608-01-09043-26964,20211118,182647,2021-11-18 18:26:47
178,0.0184917449951171,c28779e07aaa13fbd744474074b7936c,608-01-09040-24998,20211118,163047,2021-11-18 16:30:47
444,0.7279739379882812,15f1d8bc71941ace090c94d58b1b8789,608-01-00045-00001,20211118,211708,2021-11-18 21:17:08
416,14.561676025390623,c913e143b250c09b89376da91eeeb668,608-01-09040-30251,20211118,231729,2021-11-18 23:17:29
870,0.0,3463a85869d2a28cb22e1ffbfa3bf0e1,608-01-00296-00000,20211118,120717,2021-11-18 12:07:17
882,0.0280666351318359,a8b1053c393c7e160d55bf9fd452e331,608-01-09003-01569,20211118,222958,2021-11-18 22:29:58
680,0.0,19878aeee4044bba73e4c08c32d00fcc,608-01-00551-00006,20211118,72414,2021-11-18 07:24:14
177,9.765066146850586,cf63915ba6c352f8698ac7552fae6982,608-01-09025-19272,20211118,234035,2021-11-18 23:40:35
395,0.0735225677490234,e488d9c9e5fbbba1a84be2613e209686,608-01-00451-00000,20211118,182740,2021-11-18 18:27:40
911,3.151301383972168,05c38e144dc81cbb63c6c25a8445da78,608-01-00465-00003,20211118,224919,2021-11-18 22:49:19
793,0.0,492f2dad98764ccd281cf7030bc65ec9,608-01-09030-02050,20211118,213736,2021-11-18 21:37:36
960,0.0,577fecc20a3d029267e516beab810679,608-01-00140-00011,20211118,193417,2021-11-18 19:34:17
684,1.146867752075195,2cab24e65f5adf5261a95b95c8e7c0ff,608-01-09005-15034,20211118,194014,2021-11-18 19:40:14
383,14.246439933776855,f5f4a5637a78f19b6ff28797328d5180,608-01-00020-00003,20211118,122630,2021-11-18 12:26:30
956,0.4904556274414062,3a5ac76f6c2ff34157af4683608d2f26,608-01-09040-24995,20211118,115422,2021-11-18 11:54:22
751,1.387019157409668,f7a14033167ab1956ddffeac4068dada,608-01-19388-00006,20211118,3,
257,15.64165210723877,31834f223f1d34353efb6d103fc1f4dd,608-01-01173-00006,20211118,114544,2021-11-18 11:45:44
538,0.4015779495239258,584b350b9067297693b0fd16ae581785,608-01-00701-00000,20211118,173053,2021-11-18 17:30:53
335,0.4905309677124023,709440a718fedd50398d833d23c2dab1,608-01-00281-00010,20211118,135811,2021-11-18 13:58:11
15,0.0001182556152343,f16adab87b985208975dc8907408c45d,608-01-00601-24930,20211118,184618,2021-11-18 18:46:18
324,10.87473964691162,ded92e908e22c7414c66c3678c59d9f7,608-01-00659-00006,20211118,125925,2021-11-18 12:59:25
758,0.18878173828125,93f4ae299eb82a35f707afbcb44baade,608-01-09003-39621,20211118,194742,2021-11-18 19:47:42
222,1.897003173828125,cdfb0e0f9de092f43649d317269f182f,608-01-09000-00294,20211118,104823,2021-11-18 10:48:23
179,0.0,9a61bf4e6ea413accd677caa0fb8e427,608-01-09000-19021,20211118,214614,2021-11-18 21:46:14
983,0.0001296997070312,cac91d3ca9e4578a220b4e36dc7eb66a,608-01-09003-02627,20211118,180534,2021-11-18 18:05:34
22,0.529632568359375,56baff808a2c29d5a29ce9530db224ec,608-01-09025-07455,20211118,221731,2021-11-18 22:17:31
356,0.4984092712402344,d98e93bfd55a993cd30a0a60a4495f11,608-01-30205-00012,20211118,182800,2021-11-18 18:28:00
666,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,210025,2021-11-18 21:00:25
861,2.711122512817383,6f87e7ebc3cdb441c4bb8aafb9b8800f,608-01-01132-00005,20211118,133831,2021-11-18 13:38:31
340,0.0037174224853515,c26ef3910b88ba4585c5f05f88f6b1ec,608-01-09040-34762,20211118,211340,2021-11-18 21:13:40
431,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,40156,2021-11-18 04:01:56
551,0.0783758163452148,554aa153003fd0139bad538d9ff91ad2,608-01-00715-26079,20211118,143018,2021-11-18 14:30:18
833,0.2354469299316406,68c9cbd3aa592b1209a214a81dea4127,608-01-09034-11904,20211118,135759,2021-11-18 13:57:59
203,0.0606231689453125,0860b86dac8608271df3ba3a7b635f52,608-01-00140-00011,20211118,183249,2021-11-18 18:32:49
630,13.41395378112793,3ae7865f4888f30cba73c7f03de0b498,608-01-00918-00000,20211118,224751,2021-11-18 22:47:51
93,0.0027141571044921,50485912b8a381046e5d0d55b77e039f,608-01-00704-00003,20211118,152533,2021-11-18 15:25:33
558,0.0,d33aeb131d4060d748b957a92e9fe3a3,608-01-03244-00002,20211118,173731,2021-11-18 17:37:31
68,0.0051765441894531,2884102afd19bba2af614ad32c836c14,608-01-00658-00002,20211118,121018,2021-11-18 12:10:18
622,0.0040788650512695,18556a5be887e7f73d85eb68c409e0bd,608-01-00659-00001,20211118,202810,2021-11-18 20:28:10
284,0.4042472839355469,2abee29166b55d099b03ee1ec619ba02,608-01-00408-25292,20211118,223605,2021-11-18 22:36:05
844,22.23634529113769,6ba4fbb5171d6d667145e739ac62349e,608-01-00701-00005,20211118,141338,2021-11-18 14:13:38
434,3.87530517578125,9203789f06fd1bd4efc6130d86dd2dc3,608-01-03311-00002,20211118,163338,2021-11-18 16:33:38
153,3.151153564453125,d1b804562422bed465f8ad3289cda430,608-01-09024-59873,20211118,172429,2021-11-18 17:24:29
75,5.882478713989258,a29dace4b04da630de584ad20dfaa352,608-01-09010-55975,20211118,234723,2021-11-18 23:47:23
730,0.1141338348388671,1d0b066301189fe4ad290f6a78eacc59,608-01-01208-00017,20211118,170811,2021-11-18 17:08:11
446,0.0041522979736328,8bd7ad94985b14bd59597d9ed272e834,608-01-09000-03945,20211118,221743,2021-11-18 22:17:43
188,0.3282623291015625,f741b2d7fcb6c588663f591b7a16c3a1,608-01-01150-00004,20211118,165931,2021-11-18 16:59:31
271,6.774649620056152,bf51f165184f4abfc0171f4f3d7a9a4f,608-01-09036-17038,20211118,200338,2021-11-18 20:03:38
236,81.53729724884033,b9db7f978ed442ee27dc4c2dbb1fecfc,608-01-09004-30741,20211118,173228,2021-11-18 17:32:28
487,1.1498613357543943,e0e553f8cb0ebd1b5c06fc87b347e63e,608-01-01146-00004,20211118,142452,2021-11-18 14:24:52
117,26.224666595458984,e0c447373df1be1a618ff91ab9e0e4dc,608-01-09013-05610,20211118,175043,2021-11-18 17:50:43
943,0.0,53e6f60944a327062be463b84205cfb7,608-01-30062-00001,20211118,75259,2021-11-18 07:52:59
512,0.0991907119750976,8dd52d0e6927160241db98d3965341ab,608-01-19389-00006,20211118,153700,2021-11-18 15:37:00
825,0.0,07d174fd0c0ac9a2f0b74eca59e00e99,608-01-00313-00002,20211118,233030,2021-11-18 23:30:30
591,0.0595483779907226,e9d8244e2757e5680f23816f573b7a00,608-01-01018-00011,20211118,82443,2021-11-18 08:24:43
126,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,123414,2021-11-18 12:34:14
116,0.0,0205c71645a7b14b3f2e8773e8650df7,608-01-02080-00002,20211118,35553,2021-11-18 03:55:53
473,0.0,5ba388bb6736f12890c8eda8116a2a1c,608-01-00700-00004,20211118,111022,2021-11-18 11:10:22
693,0.0,dad70cc30a4afe2146ac2e97b2a7c6d3,608-01-00715-09672,20211118,151736,2021-11-18 15:17:36
57,0.74359130859375,ff13f1791885bcb47d33004f363fe120,608-01-09036-25618,20211118,150456,2021-11-18 15:04:56
863,3.57082462310791,93ff5dcd6d02fe809d3f6afddec040ec,608-01-09036-25612,20211118,104656,2021-11-18 10:46:56
912,0.0002355575561523,ac9c8c0e9615ab89d379927a525c88a8,608-01-02902-00004,20211118,72221,2021-11-18 07:22:21
369,0.0044641494750976,7f67109bf245d084d6e2f006af5a41c0,608-01-00008-00002,20211118,234435,2021-11-18 23:44:35
268,0.0,4863c91e7ab9a3ed2da01d66905e9090,608-01-01151-00001,20211118,131846,2021-11-18 13:18:46
46,22.16115474700928,9713569eaa7d395300835a7616a15781,608-01-00829-00010,20211118,191925,2021-11-18 19:19:25
349,0.0,ecd9b576104a181181745633916fc29e,608-01-30311-00002,20211118,914,
195,3.140028953552246,32a4960a36746d6d42ae9a545c106c01,608-01-09036-17037,20211118,211055,2021-11-18 21:10:55
999,0.1690855026245117,9bd55c7ae39c5f8a34cafbf46c856961,608-01-09040-30371,20211118,223521,2021-11-18 22:35:21
834,14.30123233795166,ece17404a2ffa929a8f12316c138aa3a,608-01-30205-00012,20211118,92625,2021-11-18 09:26:25
736,14.020099639892578,5f7517abf1511f148d374f56dcd5cf44,608-01-09000-03943,20211118,145417,2021-11-18 14:54:17
263,1.292877197265625,4487583d47538e20f89b535f7f8bc620,608-01-01191-00003,20211118,174721,2021-11-18 17:47:21
443,0.0016450881958007,56e56c5082219b8a726b06f5ccc173ef,608-01-01811-00012,20211118,163436,2021-11-18 16:34:36
675,0.0090970993041992,8a3a4b692002f317bea4d36f7c085fbe,608-01-09036-30532,20211118,74556,2021-11-18 07:45:56
304,10.118796348571776,54d57b01b5a8e7d12990efecf8930776,608-01-09031-22001,20211118,114843,2021-11-18 11:48:43
341,0.1035022735595703,18bcf235f92792c225edfcd81e623f0c,608-01-03040-00004,20211118,81254,2021-11-18 08:12:54
966,0.0,7629afa5c8148d6ab12998041bfa46de,608-01-02984-00002,20211118,180839,2021-11-18 18:08:39
149,0.0926218032836914,15be7154bf3a4f2d1e727f9852eacacf,608-01-00462-00001,20211118,143746,2021-11-18 14:37:46
124,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,45122,2021-11-18 04:51:22
786,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,1819,
50,30.0073881149292,4961893b363a93e4ca5a54ea82831815,608-01-00466-00003,20211118,195148,2021-11-18 19:51:48
353,1.071197509765625,dd3ea618205bab35310607417f220859,608-01-09036-27931,20211118,190939,2021-11-18 19:09:39
927,0.1314125061035156,24151598920554dea395bcf499bc243f,608-01-09036-30533,20211118,114029,2021-11-18 11:40:29
142,2.983456611633301,dd39fcd623c426f6abd1360a47473b54,608-01-09036-17033,20211118,110518,2021-11-18 11:05:18
470,0.1759901046752929,31ca7401429c0dbcb08fc1b67347b0b0,608-01-00308-00011,20211118,181626,2021-11-18 18:16:26
399,0.0,2304bf26c51e0695287b316fc73c2575,608-01-00658-00002,20211118,104837,2021-11-18 10:48:37
625,0.0,773cb3dff1dbaf9faf6dfec3385905f8,608-01-01158-00011,20211118,184429,2021-11-18 18:44:29
320,0.0494146347045898,fe879e7aca755972986b6447f3940ebd,608-01-09043-34153,20211118,150727,2021-11-18 15:07:27
19,0.0018177032470703,f6d011ad8e6ed08e487ea668476f0d6a,608-01-00408-25296,20211118,180810,2021-11-18 18:08:10
809,0.2489948272705078,dce5cd0df45c125c3479dc49cd09006a,608-01-00047-00012,20211118,221936,2021-11-18 22:19:36
790,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,142510,2021-11-18 14:25:10
808,0.3777847290039062,203049540ea164d625d6173e668c3e13,608-01-00453-00003,20211118,114035,2021-11-18 11:40:35
407,0.1723079681396484,96504c1be9850bcf7ef134c37429914c,608-01-03534-00004,20211118,113046,2021-11-18 11:30:46
537,0.0,1a91bb9fc5b58d20db9edd4c13262bd9,608-01-00451-00000,20211118,185908,2021-11-18 18:59:08
620,9.20691204071045,35a9d7b65c634aa14ea5c381a9cdb5e2,608-01-09036-28481,20211118,123724,2021-11-18 12:37:24
38,4.200262069702148,8fa054d2d5c642d0c9d96bdec64ea3b9,608-01-00451-00000,20211118,114230,2021-11-18 11:42:30
175,0.0001487731933593,403f9415083a905cc6b4362c50f9f18f,608-01-00715-09672,20211118,211327,2021-11-18 21:13:27
245,500.00060844421387,c83fde5bcc502f5bd788ba7797675ec0,608-01-01025-00002,20211118,233130,2021-11-18 23:31:30
828,0.0003471374511718,529c11c667bc224d9c8cc302c43680b5,608-01-09000-03941,20211118,195625,2021-11-18 19:56:25
667,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,211708,2021-11-18 21:17:08
754,0.1561613082885742,6bbd6e8178c72a6c069319a8a99a800e,608-01-00026-00006,20211118,164145,2021-11-18 16:41:45
858,0.2888383865356445,c6f0d22fc506bab022b42888799f5b10,608-01-00467-00005,20211118,130759,2021-11-18 13:07:59
154,0.0014533996582031,9b7f38d47e9c9e961b154e77dd158e6e,608-01-30106-00001,20211118,185850,2021-11-18 18:58:50
287,0.0001678466796875,d86da046283165b23193bad59f948a3c,608-01-00715-26078,20211118,133353,2021-11-18 13:33:53
602,0.5038938522338867,d3b73d373a99815fc50a359d897ab383,608-01-09040-25048,20211118,132736,2021-11-18 13:27:36
569,0.0,7e487aedaa39287722e7e0c8fdae83c2,608-01-00429-00006,20211118,34745,2021-11-18 03:47:45
743,0.0040082931518554,01b57a5848ed9e784d3cbb3e9a57f085,608-01-00981-00003,20211118,204248,2021-11-18 20:42:48
17,4.014360427856445,9784c757253a5fe51828095e66823e52,608-01-09003-24481,20211118,181554,2021-11-18 18:15:54
127,0.0,a89c8d981f77c4800cf084a5e8cdd74f,608-01-00408-25430,20211118,205413,2021-11-18 20:54:13
322,8.538869857788086,6671447229e5ecbe0ff3252af09e3300,608-01-02034-00002,20211118,183659,2021-11-18 18:36:59
255,0.3605155944824219,2ec071ce785f74b54dad03cb000a7aec,608-01-09001-17313,20211118,142632,2021-11-18 14:26:32
657,0.0389690399169921,188398b2193388af24d4cf97a8a7c3c2,608-01-09043-34153,20211118,233029,2021-11-18 23:30:29
964,1.451629638671875,51a4e58b5e9cb6de035eca74ac4e252c,608-01-09010-52226,20211118,125541,2021-11-18 12:55:41
190,1.578460693359375,e30347f4a411e8e271f9d9f34af6c701,608-01-02906-00001,20211118,182722,2021-11-18 18:27:22
115,0.0,080d2a613004d9d2ae935c0ac3fc7291,608-01-00983-00008,20211118,212624,2021-11-18 21:26:24
616,0.5917730331420898,eb991e2a02f97085a7b8c18fc26f4609,608-01-19389-00005,20211118,135839,2021-11-18 13:58:39
606,0.2212848663330078,1adff5404091e01bd63dc6387a106b0f,608-01-00468-00001,20211118,112313,2021-11-18 11:23:13
180,0.5480537414550781,6d1f44dbf606dee57ccba96375e89e75,608-01-00601-24869,20211118,193705,2021-11-18 19:37:05
301,2.974100112915039,177b43950d9607f8935cc9d4e91e1f69,608-01-30062-00001,20211118,103556,2021-11-18 10:35:56
759,0.0,a1c869de2c3d2f72244f6bb65445c1e1,608-01-01059-00005,20211118,110854,2021-11-18 11:08:54
712,0.3078823089599609,b13f5e51ed65806bdedac29ac910e2f1,608-01-09023-34021,20211118,152113,2021-11-18 15:21:13
723,0.0,b3af3182630eda7479d93b7faab4b400,608-01-00456-00003,20211118,152820,2021-11-18 15:28:20
685,0.0,88761188bb2d1a976dfb2c11d8725471,608-01-09040-30323,20211118,161920,2021-11-18 16:19:20
979,0.0,1bb3454eb73835962afa8f852f7227b8,608-01-00043-00011,20211118,154234,2021-11-18 15:42:34
517,0.0189790725708007,2488f3c5942ffa236aae2937cd80988c,608-01-09040-30253,20211118,71535,2021-11-18 07:15:35
984,17.518488883972168,a6a9a897a10fdd7a1408242a2b36d07d,608-01-09036-21907,20211118,221854,2021-11-18 22:18:54
45,115.81057929992676,048c320dc4c90a7c0fc3e5423e96f304,608-01-00983-00010,20211118,120441,2021-11-18 12:04:41
909,0.0,753008814c0e7172613c0cf7472ee39f,608-01-03528-00005,20211118,203441,2021-11-18 20:34:41
157,1.327754020690918,44f823f38115e1daeee54dd69ebdd43e,608-01-09036-28481,20211118,93511,2021-11-18 09:35:11
851,2.3675107955932617,9fc3f6aefcbe6de5de66fd766c824671,608-01-09003-17981,20211118,141624,2021-11-18 14:16:24
171,0.0,ce787721d00e378e6e1660bb0eba14b7,608-01-01771-00006,20211118,123403,2021-11-18 12:34:03
16,0.0,4bd8b8c262c4e936a4b9b038de5c4552,608-01-00469-00002,20211118,211510,2021-11-18 21:15:10
511,38.3298864364624,4ade505975057aa89669f59e7337acc8,608-01-09040-25121,20211118,153934,2021-11-18 15:39:34
48,0.2643070220947265,d4615eb9d4e8aff554ac4e3684a00c87,608-01-09040-25131,20211118,194906,2021-11-18 19:49:06
971,0.0,5a1412f805cb07f0e9bbd9e922c8a742,608-01-02966-00010,20211118,141405,2021-11-18 14:14:05
940,0.0,6aa0e2558a95e604a3e51669b7d6fa85,608-01-00758-00001,20211118,191127,2021-11-18 19:11:27
515,2.8579158782958984,f497242b926ffed6a8dc5abe7c37ac11,608-01-09000-00737,20211118,80053,2021-11-18 08:00:53
952,0.0322275161743164,679daed2ab86f6e1b3dfb3fa8d9f4079,608-01-09010-33221,20211118,132409,2021-11-18 13:24:09
480,0.0,66f642b0cd2757b5f5903dc3dbe056f7,608-01-30202-00011,20211118,15058,2021-11-18 01:50:58
283,2.479496955871582,f9e6f183ef827a66cdbfb05577c1ef0a,608-01-09003-43881,20211118,111120,2021-11-18 11:11:20
718,4.450932502746582,a179e4fa67d30ec0f6d0d9170a42f5e3,608-01-01092-00006,20211118,74014,2021-11-18 07:40:14
877,0.0,c3899b17b5990bbd9eaa618464d57670,608-01-01397-00004,20211118,130530,2021-11-18 13:05:30
225,0.0,0094e5025a8051fb64a0b916330e402a,608-01-00983-00008,20211118,114816,2021-11-18 11:48:16
26,147.24923133850098,6bbe286bb5224611aafab4773c15cbeb,608-01-01863-00005,20211118,93826,2021-11-18 09:38:26
954,0.0,85a372e0f6e0312ed5b2daf13767d32e,608-01-00465-00001,20211118,44332,2021-11-18 04:43:32
437,9.20128059387207,009d3fc8b0335dbba4cad00aad09fbcb,608-01-09036-25629,20211118,155136,2021-11-18 15:51:36
951,247.89622592926025,ecbb04f10ae2fa21aef11715e59ea8b6,608-01-09030-02089,20211118,230728,2021-11-18 23:07:28
364,0.0,9c49c4e245bed865f76b987ae80971fa,608-01-00313-00006,20211118,84035,2021-11-18 08:40:35
229,0.4076747894287109,a431fbd78a2eba2447f0a37dd69f56dc,608-01-00983-00004,20211118,171726,2021-11-18 17:17:26
37,0.0,10f160750a86d426b7c58ab63b6e40ca,608-01-00083-00004,20211118,190445,2021-11-18 19:04:45
965,0.1723585128784179,fd9d9a2125652aeda2880126303edf7d,608-01-00712-12344,20211118,142021,2021-11-18 14:20:21
374,0.4737730026245117,1a479823ab8dacdbee8c7e5a7681bae2,608-01-00752-00003,20211118,205418,2021-11-18 20:54:18
469,0.310276985168457,ae4483b9b6f8024c49e43052559ef6c6,608-01-00313-00011,20211118,163150,2021-11-18 16:31:50
967,0.0046339035034179,cdef8479e0035611fd2460c45270b1f5,608-01-00821-20242,20211118,163545,2021-11-18 16:35:45
850,0.140538215637207,a95b7c5c5eb27b2b6fa6fde1b5990125,608-01-09036-54401,20211118,231346,2021-11-18 23:13:46
704,0.0001487731933593,403f9415083a905cc6b4362c50f9f18f,608-01-00715-09672,20211118,90827,2021-11-18 09:08:27
841,0.0,1a88e608ba6d397d30197218935b0664,608-01-01418-00005,20211118,145555,2021-11-18 14:55:55
194,0.0,4d6f391566b36d06c9952d003ebe0289,608-01-00452-00002,20211118,160919,2021-11-18 16:09:19
854,0.0,319db666b2adf2af06fe44dc192031d0,608-01-30205-00012,20211118,131752,2021-11-18 13:17:52
864,0.0147981643676757,b7e497d255474599adc885111df97d8e,608-01-00753-00004,20211118,105048,2021-11-18 10:50:48
503,0.0,63abeff91fe7fff6b1739fadabf9827b,608-01-09040-24994,20211118,123957,2021-11-18 12:39:57
969,0.0994825363159179,925cd15f9b85e773c679301c88c315e3,608-01-09012-28523,20211118,233959,2021-11-18 23:39:59
830,0.0707845687866211,cdb55ba6e3460c4eef1410b03a8dd593,608-01-00408-25294,20211118,153541,2021-11-18 15:35:41
579,0.8931713104248047,f293f2dd2fb9a8bf08d2ac4e9640c6b7,608-01-09010-05399,20211118,134436,2021-11-18 13:44:36
968,0.0013771057128906,bd957b3c8f3db57b43713fea39c252d2,608-01-00045-00000,20211118,150142,2021-11-18 15:01:42
162,0.0001487731933593,de1acb9b21cd038199c9b0f5c84fdd57,608-01-00715-09484,20211118,223447,2021-11-18 22:34:47
908,36.83192729949951,9d3b714cd8366ae3e68cfd9c3ae4f1c2,608-01-09040-30211,20211118,115515,2021-11-18 11:55:15
152,0.0,d47b9e16cb1126cd582f2af274f32261,608-01-00047-00010,20211118,171853,2021-11-18 17:18:53
801,0.0,55c4ee7d257145051a894632799d530f,608-01-00983-00008,20211118,201935,2021-11-18 20:19:35
993,8.80308723449707,4961893b363a93e4ca5a54ea82831815,608-01-00755-00001,20211118,192401,2021-11-18 19:24:01
755,10.36626434326172,934d1fa7c36f959bb1c10e7490e8882e,608-01-00701-00002,20211118,233730,2021-11-18 23:37:30
111,0.0050535202026367,188398b2193388af24d4cf97a8a7c3c2,608-01-09043-34153,20211118,51057,2021-11-18 05:10:57
226,0.2285442352294922,b9a453ca342598b9639c0f90a34697d7,608-01-00007-00011,20211118,155628,2021-11-18 15:56:28
688,0.0121212005615234,1b898ec6d89f33145efd4877f0d208f0,608-01-19386-00004,20211118,144357,2021-11-18 14:43:57
103,0.0500974655151367,74f6103b0eea9957fd4a37c6c0822575,608-01-00083-00000,20211118,182837,2021-11-18 18:28:37
421,3.071125030517578,48ebe0b0b4457d29ba1f7a3fd087bbf1,608-01-09002-47985,20211118,131007,2021-11-18 13:10:07
419,2.025928497314453,8e03c6bc7fa52eec51e85b76426d06d1,608-01-00701-00005,20211118,71902,2021-11-18 07:19:02
750,5.604496955871582,0f86ad00c802c613bea297f5adb288a5,608-01-09036-15783,20211118,143910,2021-11-18 14:39:10
586,0.0,baab876316177ea6a43596eb18e3a135,608-01-09025-01073,20211118,195936,2021-11-18 19:59:36
780,0.682682991027832,637cdaa5ce891134d11cfe9e2583a9e2,608-01-09036-25615,20211118,92350,2021-11-18 09:23:50
672,0.0714302062988281,31e0e4beb81a695c704f03764b242dd5,608-01-09036-41211,20211118,81928,2021-11-18 08:19:28
119,3.210555076599121,6f4e8978e1eb4dfb7bdb71ecbaf5e130,608-01-09036-41201,20211118,13521,2021-11-18 01:35:21
53,0.2618818283081054,4cf9469c58b246976d0261297b9eda1d,608-01-00007-00006,20211118,213606,2021-11-18 21:36:06
151,9.933638572692873,5e769b3d9d78d4eda353d34a5f75ecbd,608-01-09030-03071,20211118,134956,2021-11-18 13:49:56
403,0.0,dafb58ff523ead67e0bfdef97638f153,608-01-00983-00008,20211118,104019,2021-11-18 10:40:19
945,0.0,02c3a107d9efb717fa21c57f51df9f9c,608-01-00079-00012,20211118,131407,2021-11-18 13:14:07
207,4.17930793762207,8cad5a9d591413a204c943e61326a166,608-01-00659-00005,20211118,80650,2021-11-18 08:06:50
658,6.518047332763672,333cb980826dd9410bc71ec062b71900,608-01-00041-00010,20211118,204357,2021-11-18 20:43:57
843,0.4285745620727539,ff0335a05dddf02b8f1519413fd20c8e,608-01-09036-25622,20211118,72136,2021-11-18 07:21:36
762,12.470575332641602,753e1db814ddf5ef577da061c236a537,608-01-09040-24993,20211118,233527,2021-11-18 23:35:27
8,0.0,cda02776eecf426b6cbaa9b9319ba5b9,608-01-00658-00001,20211118,190240,2021-11-18 19:02:40
