,type_rechargement,msisdn,call_event_date,cost,localite,timestamp
442,Recharge via Seddo,299fb34d7eb4cfd4986d462c9dd11fbc,20220207,1000,OGO/MATAM/MATAM,2022-02-07
757,Pass Glob via OM,37193ef8835c3665975dd83c1c5e455c,20220307,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-03-07
997,Recharge via Seddo,a45eecab416d35071a56bd5c0140be26,20210906,1000,OUROSSOGUI/MATAM/MATAM,2021-09-06
24,Recharge via Seddo,96342f784f8e5e95dbea7e849fb16c24,20220225,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-02-25
467,Recharge via Seddo,1544ad90431637ba95d38d61a7b7a4b5,20220717,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-07-17
539,Recharge via Seddo,0e5a8feb27739feaba1012f058662ad1,20210922,1000,TOUBACOUTA/FOUNDIOUGNE/FATICK,2021-09-22
531,Pass Glob via OM,6fe6b276f9b9aa7e391282f117e13f7d,20220206,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-02-06
618,Pass Glob via OM Jour,a1b23abcdced772f582a0abf0c9df700,20210913,2000,DAKAR PLATEAU/DAKAR/DAKAR,2021-09-13
694,Recharge via Seddo,db4d20788424ae7bd26af648bab5b21a,20211129,500,DAKAR PLATEAU/DAKAR/DAKAR,2021-11-29
926,Recharge via Seddo,c51cfd0122d9c636f022894903ea871c,20220217,500,OUROSSOGUI/MATAM/MATAM,2022-02-17
338,Recharge Digital via O&M,2cab24e65f5adf5261a95b95c8e7c0ff,20220305,2000,BABA GARAGE/BAMBEY/DIOURBEL,2022-03-05
51,Recharge via Seddo,4ed8e3f4d989adaf82a0b2eabbe75241,20220615,2200,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-15
507,Recharge via Seddo,efd7a30b1bee2cdecc20c94f520aa653,20220221,200,KAOLACK/KAOLACK/KAOLACK,2022-02-21
516,Recharge via OM,febeb6f6197fa95063c9b4aaf5ca708a,20220203,2000,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-02-03
920,Recharge via Seddo,a8b01944fb710f6a0d3459aa4dbe7fa4,20220302,1000,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-03-02
781,Recharge via OM,ce787721d00e378e6e1660bb0eba14b7,20220713,1800,DAKAR PLATEAU/DAKAR/DAKAR,2022-07-13
264,Recharge via Seddo,18cd4dd0740a1f0c90b07ba446c67a78,20211005,550,KAOLACK/KAOLACK/KAOLACK,2021-10-05
817,Recharge via OM,1f03a6e27b788f645ae53fb0a03459e4,20220413,1300,OUROSSOGUI/MATAM/MATAM,2022-04-13
710,Recharge via Seddo,20e00725fc2e346f851034a24b766bcc,20220330,550,KAOLACK/KAOLACK/KAOLACK,2022-03-30
682,Recharge via Seddo,7cfbe75d4c12b91bc7cfc5b26a820c78,20211227,1300,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-12-27
832,Recharge via Seddo,35c29d4b2eb9383eea94c61ba8b37ae3,20211202,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-12-02
518,Recharge via Seddo,ab0696b0ade50fed8bb88521af8c707d,20220630,500,THIAROYE/PIKINE/DAKAR,2022-06-30
447,Recharge via Seddo,25489ce1bbb2e24b14745166e4eff98f,20220109,200,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-01-09
18,Pass Glob via OM Jour,01444da68f39bf11b9d7252cbe7edf55,20220622,2000,KAOLACK/KAOLACK/KAOLACK,2022-06-22
715,Recharge via Seddo,3febddcdef837fb6f47325820320e545,20220614,550,OUROSSOGUI/MATAM/MATAM,2022-06-14
483,Recharge via OM,e402744ddee19c11bca91b70e0089de5,20220625,500,KAOLACK/KAOLACK/KAOLACK,2022-06-25
568,Pass Glob via OM Jour,9c76d9033b54eefab32b8e0d2210e986,20220607,2000,KAOLACK/KAOLACK/KAOLACK,2022-06-07
433,Pass Glob via OM,48f2f8a09711f5c259c19bb7005b19b6,20211126,1000,GUEDIAWAYE/GUEDIAWAYE/DAKAR,2021-11-26
367,Recharge via Seddo,d0c8d42a96bf1d8df1e6c4fb98b22b3d,20211015,550,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-10-15
83,Recharge via Seddo,f61e497960742135a001933d7201067c,20211225,100,KAOLACK/KAOLACK/KAOLACK,2021-12-25
61,Recharge via Seddo,0ed1854877f4acfd85517c2f2880c95f,20220416,100,OUROSSOGUI/MATAM/MATAM,2022-04-16
638,Recharge via Seddo,672ad22db825385990179b0043ccae3a,20220430,1000,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-04-30
272,Pass Glob via OM Jour,abe44f37af825fdabb5e46c0480b44ef,20220503,1300,DAKAR PLATEAU/DAKAR/DAKAR,2022-05-03
285,Recharge via Seddo,c582a0b9f7afd95eba163ff9b0b45058,20220623,500,PARCELLES ASSAINIES/DAKAR/DAKAR,2022-06-23
360,Recharge via Seddo,6d08c389b6a7bad9e51008624850cf21,20220510,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-05-10
354,Recharge via Seddo,5dd460a3ebf83977b1287afeec8e36d4,20210824,550,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-08-24
456,Recharge via Seddo,78536ade4bb7640fd3ea39154a6d8971,20210928,2000,DAKAR PLATEAU/DAKAR/DAKAR,2021-09-28
278,Recharge via OM,60472769cf50d650dc9f92f64cfb9a7d,20210929,2000,DAKAR PLATEAU/DAKAR/DAKAR,2021-09-29
12,Recharge via Seddo,58fa59a81dec29216914e13b26b6de82,20220324,100,OUROSSOGUI/MATAM/MATAM,2022-03-24
182,Pass Glob via OM Jour,ee35ec8cea548b98513dc7ec449a9608,20220625,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-25
368,Recharge via Seddo,d0c8d42a96bf1d8df1e6c4fb98b22b3d,20211015,550,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-10-15
881,Recharge via Seddo,daa639d1da66475448d0aee603e0620f,20211201,100,THIAROYE/PIKINE/DAKAR,2021-12-01
615,Recharge via OM,437c76db0e872fd9a4b5f5ecb2c33a60,20220713,500,KEDOUGOU/KEDOUGOU/KEDOUGOU,2022-07-13
223,Recharge via Seddo,fdf5bc6c28b69648e78a8144af62cab8,20210806,550,KAOLACK/KAOLACK/KAOLACK,2021-08-06
572,Recharge via Seddo,80ffb67bf58338308e7ea0e4eece1313,20220514,1300,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-05-14
970,Recharge via Seddo,b13f5e51ed65806bdedac29ac910e2f1,20211225,1300,DJIBANAR/GOUDOMP/SEDHIOU,2021-12-25
653,Pass Glob via OM Jour,b49ec778b7f51637458bad6f9e922f65,20220314,2000,AGNAM CIVOL/MATAM/MATAM,2022-03-14
545,Recharge via Seddo,99cbe544243fe652d140f7d016745b66,20211117,1300,PIKINE DAGOUDANE/PIKINE/DAKAR,2021-11-17
582,Recharge via Seddo,ae2c0be2756e86ee0c8de378ec47e51f,20211220,200,KAOLACK/KAOLACK/KAOLACK,2021-12-20
633,Recharge via Seddo,44fdee0158ed96873eabb97eb315e89b,20220223,100,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-02-23
176,Recharge via Seddo,72b6b9b056cd3818c715ae04c5cf5138,20220320,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-03-20
665,Recharge via Seddo,e165a94e20a9ce59a78c1727efb2284f,20220131,2200,THIAROYE/PIKINE/DAKAR,2022-01-31
673,Recharge via Seddo,6703727e3763a488842bbc8eae8610fd,20220403,250,THIAROYE/PIKINE/DAKAR,2022-04-03
585,Recharge via OM,c2a96b708c338547b1114c1a54296389,20220511,500,THIAROYE/PIKINE/DAKAR,2022-05-11
873,Recharge via Seddo,efcc007e0f81446cd14a4598557347e0,20220427,500,THIAROYE/PIKINE/DAKAR,2022-04-27
393,Recharge via Seddo,d25f4988f136a748a7c0a36f780b65e7,20220627,500,VELINGARA/RANEROU/MATAM,2022-06-27
163,Recharge via Seddo,4263d219d0ec4f3fe1a7e08b4b54740f,20220401,1500,OGO/MATAM/MATAM,2022-04-01
248,Recharge via Seddo,ee1d0babf375c9b8d8ed1e8a104281b6,20210723,500,KAOLACK/KAOLACK/KAOLACK,2021-07-23
634,Pass Glob via OM,e8426375608f10a940484505784cd8aa,20211212,5000,THIAROYE/PIKINE/DAKAR,2021-12-12
885,Recharge via Seddo,6d2e4bb9c62a9d4c5ee0df98893d0851,20220515,2200,THIAROYE/PIKINE/DAKAR,2022-05-15
669,Recharge via Seddo,11de7caa69a53b1a1916a0cc5b29cde1,20210926,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-09-26
375,Recharge via Seddo,9f5fc85961a485f8cf11910bb1d2b218,20210916,500,OUROSSOGUI/MATAM/MATAM,2021-09-16
412,Recharge via OM,71b060355925c65700ab8977b148c413,20210830,2000,GRAND DAKAR/DAKAR/DAKAR,2021-08-30
74,Recharge via Seddo,4b1cf0c738a5280f5de7197e2a3c92e4,20220605,750,BEMBOU/SARAYA/KEDOUGOU,2022-06-05
113,Recharge via Seddo,2577e046be25c82d5b8172075f0467ad,20220709,1300,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-07-09
598,Recharge via Seddo,608486fcb2af8eced2456ed8d8a19d43,20210718,500,DAKAR PLATEAU/DAKAR/DAKAR,2021-07-18
961,Pass Glob via OM Jour,d9e2d71aa99c3867b25d1d204e2435fd,20211018,100,THIAROYE/PIKINE/DAKAR,2021-10-18
390,Recharge via Seddo,34b57aa9811805987d73b942617682a2,20220610,200,KAOLACK/KAOLACK/KAOLACK,2022-06-10
104,Recharge via Seddo,6297dcd1151ad7333aab78f591ba9400,20220302,1000,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-03-02
114,Recharge via Seddo,1c03b0be5daaa63d140a1324eed6b90d,20220717,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-07-17
417,Recharge via Seddo,ab4351d5e60ac521942185ba4e0a770d,20210901,200,SESSENE/MBOUR/THIES,2021-09-01
525,Pass Glob via OM Jour,24fcef83ba13fcbb0ae4d7b43f68c0d9,20220730,50,BARKEDJI/LINGUERE/LOUGA,2022-07-30
457,Recharge via Seddo,78536ade4bb7640fd3ea39154a6d8971,20220513,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-05-13
409,Recharge via OM,72e9e94ae744520fb596b2d21d571763,20210928,30,KAOLACK/KAOLACK/KAOLACK,2021-09-28
92,Pass Glob via OM,82bd177e016ffbb530068457ae465131,20211215,100,GRAND DAKAR/DAKAR/DAKAR,2021-12-15
930,Recharge via Seddo,4956de6ba13bc22547c2cb10ac8e2445,20210819,500,OUROSSOGUI/MATAM/MATAM,2021-08-19
89,Recharge via Seddo,35566bc3a582eac338ff8d6ad3740142,20220722,1000,FONGOLEMBI/KEDOUGOU/KEDOUGOU,2022-07-22
336,Pass Glob via OM,2cab24e65f5adf5261a95b95c8e7c0ff,20211226,2000,BABA GARAGE/BAMBEY/DIOURBEL,2021-12-26
988,Recharge via Seddo,32b5b4737dc7bd51127c6b81f6d59271,20220615,2000,KAOLACK/KAOLACK/KAOLACK,2022-06-15
921,Pass Glob via OM,cf99a4c847c408ee15ba64ebe4a12855,20220720,4500,RUFISQUE/RUFISQUE/DAKAR,2022-07-20
933,Recharge via Seddo,6a063c6032b94d9a94bfc51b47068dd0,20211228,250,OUROSSOGUI/MATAM/MATAM,2021-12-28
605,Recharge via Seddo,b21a8f0eeb1fff4069f1f8e73579b02d,20220323,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-03-23
593,Recharge via OM,bd4543e5e64672c184eefbde2337f450,20210701,1500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-07-01
611,Recharge via Seddo,437c76db0e872fd9a4b5f5ecb2c33a60,20220710,1000,KEDOUGOU/KEDOUGOU/KEDOUGOU,2022-07-10
94,Recharge via Seddo,9f573fc05ad9bf2f1f171b35c78cb97e,20220402,300,THIAROYE/PIKINE/DAKAR,2022-04-02
11,Recharge via Seddo,58fa59a81dec29216914e13b26b6de82,20220324,100,OUROSSOGUI/MATAM/MATAM,2022-03-24
396,Recharge via Seddo,aef10e1715261966668640ae0a814de7,20211209,600,OUROSSOGUI/MATAM/MATAM,2021-12-09
533,Pass Glob via OM Jour,6fe6b276f9b9aa7e391282f117e13f7d,20220206,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-02-06
43,Recharge via Seddo,9e3c20ef710d6dc5ed1bce5cc8986ee0,20220101,100,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-01-01
42,Recharge via Seddo,ce1abca0030c3046b6057ef0fb0034cf,20211017,200,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-10-17
329,Recharge via Seddo,6098010938818b5275a19c8ed0af7b99,20210904,100,DAKAR PLATEAU/DAKAR/DAKAR,2021-09-04
167,Recharge via Seddo,d69396fb0a6698b0ae0ff365d0f5e015,20210906,1000,FONGOLEMBI/KEDOUGOU/KEDOUGOU,2021-09-06
497,Recharge via Seddo,9801874c810281e95c215dd81557693c,20211221,1900,KEDOUGOU/KEDOUGOU/KEDOUGOU,2021-12-21
876,Recharge via Seddo,ebf70265c618fb21745f589b32c377d6,20220318,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-03-18
597,Recharge via Seddo,6b9f9bf54c323879be12adf63ffd7330,20220607,600,GUINGUINEO/GUINGUINEO/KAOLACK,2022-06-07
756,Recharge via OM,37193ef8835c3665975dd83c1c5e455c,20220307,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-03-07
100,Recharge via Seddo,7c074274e79dfdfe86cd22d402ef6b60,20220331,500,KAOLACK/KAOLACK/KAOLACK,2022-03-31
426,Recharge via OM,509cb93b8894291f561e7ce33b069386,20220529,500,KAOLACK/KAOLACK/KAOLACK,2022-05-29
178,Recharge via Seddo,464a75c214398e47254eb03be8e83384,20210707,200,FONGOLEMBI/KEDOUGOU/KEDOUGOU,2021-07-07
444,Recharge via Seddo,e3b0accc48d85c9321462cf16d337f72,20220407,500,YEUMBEUL/KEUR MASSAR/DAKAR,2022-04-07
416,Recharge via Seddo,0ae51fb176c9633f000ed5d96fe4d243,20210918,550,KAOLACK/KAOLACK/KAOLACK,2021-09-18
870,Recharge via Seddo,b27f647073bb835753a4d5f3e1ffaba6,20211207,1500,THIAROYE/PIKINE/DAKAR,2021-12-07
882,Recharge via OM,99bbbe36862cd54d6af25a6d2aea7dca,20210919,1300,DAKAR PLATEAU/DAKAR/DAKAR,2021-09-19
680,Recharge via Seddo,750ff98cf772b6d2c2f531d777d71283,20220225,250,KAOLACK/KAOLACK/KAOLACK,2022-02-25
177,Recharge via OM,403beb74c00b6fabbaf3a05d9b3faeb7,20211211,500,GRAND DAKAR/DAKAR/DAKAR,2021-12-11
395,Recharge via Seddo,bcc7180f88bdb1ba264ea4a93ba5ee0d,20220702,550,OUROSSOGUI/MATAM/MATAM,2022-07-02
911,Recharge IAH,63f7c77163ff5db3b4785374f3b5af76,20210708,4920,THIAROYE/PIKINE/DAKAR,2021-07-08
793,Recharge via Seddo,b403698d707fa976d4eecf197b1838b7,20211230,600,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-12-30
960,Pass Glob via OM,d9e2d71aa99c3867b25d1d204e2435fd,20211018,100,THIAROYE/PIKINE/DAKAR,2021-10-18
684,Recharge via Seddo,9c9bf0363297a28dc9a416938f5f20de,20220520,300,MBOUR/MBOUR/THIES,2022-05-20
383,Recharge via Seddo,a407f56ea7176f290028b9d17d969a72,20211218,2200,AGNAM CIVOL/MATAM/MATAM,2021-12-18
956,Recharge via Seddo,607d05b00fe28ccb434e24d97517dc54,20220216,1000,KEDOUGOU/KEDOUGOU/KEDOUGOU,2022-02-16
751,Recharge via OM,37193ef8835c3665975dd83c1c5e455c,20220307,2000,DAKAR PLATEAU/DAKAR/DAKAR,2022-03-07
257,Recharge via Seddo,4bb8afc3ab4e84149fe8cdc19368d2d1,20211028,500,OUROSSOGUI/MATAM/MATAM,2021-10-28
538,Recharge via OM,0a35eaae6083db6b833610bce3ce1f2f,20210824,100,THIAROYE/PIKINE/DAKAR,2021-08-24
335,Recharge via Seddo,6098010938818b5275a19c8ed0af7b99,20220626,1200,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-26
15,Pass Glob via OM Jour,aad94c4b27b74ed5b5cbe37580d56dde,20220319,100,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-03-19
324,Recharge via Seddo,f8e3aa60e2f3c1cc7ffca06163f69d07,20211202,550,OUROSSOGUI/MATAM/MATAM,2021-12-02
758,Recharge via OM,37193ef8835c3665975dd83c1c5e455c,20220615,1300,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-15
222,Recharge via Seddo,4e16e929dd1bf7f607f16f2fd7e44e88,20211219,550,SESSENE/MBOUR/THIES,2021-12-19
179,Recharge via Seddo,ee35ec8cea548b98513dc7ec449a9608,20220625,600,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-25
983,Pass Glob via OM Jour,62c23fadddd2fdcd651b7bbbc109f344,20220411,500,THIAROYE/PIKINE/DAKAR,2022-04-11
22,Recharge via Seddo,b4c829a898f597e1e898b022d025f126,20211231,700,BEMBOU/SARAYA/KEDOUGOU,2021-12-31
356,Recharge via Seddo,5dd460a3ebf83977b1287afeec8e36d4,20220711,500,KEDOUGOU/KEDOUGOU/KEDOUGOU,2022-07-11
666,Recharge via Seddo,061c3d3859e783f7511fb7ec9cf75219,20220317,1000,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-03-17
861,Pass Glob via OM Jour,5cf5816d8dcd27cd5cf0a186a7ed61f3,20220226,2000,OUROSSOGUI/MATAM/MATAM,2022-02-26
340,Pass Glob via OM Jour,2cab24e65f5adf5261a95b95c8e7c0ff,20220305,2200,BABA GARAGE/BAMBEY/DIOURBEL,2022-03-05
431,Recharge via OM,1b898ec6d89f33145efd4877f0d208f0,20220221,1000,KAOLACK/KAOLACK/KAOLACK,2022-02-21
551,Recharge via Seddo,8e9c611abc6164ae96fc421c6cdef7be,20220219,100,THIAROYE/PIKINE/DAKAR,2022-02-19
833,Recharge via Seddo,c62ca84175818a5e125c692fcc88893e,20220114,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-01-14
203,Recharge via OM,9ab61485b6a654cc67f93dd99e97f1a6,20220622,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-06-22
630,Recharge via Seddo,b1cba739f034f9cad1482ca3c2a2c420,20220607,500,KAOLACK/KAOLACK/KAOLACK,2022-06-07
93,Pass Glob via OM Jour,82bd177e016ffbb530068457ae465131,20211215,100,GRAND DAKAR/DAKAR/DAKAR,2021-12-15
558,Pass Glob via OM,498c00bd444d0b3b203df386d33cf019,20220729,250,THIAROYE/PIKINE/DAKAR,2022-07-29
68,Recharge via Seddo,67aff90545ba2a7c662eb73144129c26,20220515,500,THIAROYE/PIKINE/DAKAR,2022-05-15
622,Recharge via Seddo,09a972568d9cb26757d7ee1cec9e580f,20220216,500,THIAROYE/PIKINE/DAKAR,2022-02-16
284,Recharge via OM,ccbe2d1be3f8e7fa0088404258b55a00,20220327,100,THIAROYE/PIKINE/DAKAR,2022-03-27
844,Pass Glob via OM,ffb1055fa14d47150eb1209552721111,20210731,4500,THIAROYE/PIKINE/DAKAR,2021-07-31
434,Pass Glob via OM Jour,48f2f8a09711f5c259c19bb7005b19b6,20211126,1000,GUEDIAWAYE/GUEDIAWAYE/DAKAR,2021-11-26
153,Pass via OM,72cb7ae4d89d1f7b6b9148fbdc9d697f,20210821,100,KEDOUGOU/KEDOUGOU/KEDOUGOU,2021-08-21
75,Recharge via Seddo,b420c0a4f1f57f50e93acee42bd0a7ba,20210717,550,THILLE BOUBACAR/PODOR/SAINT-LOUIS,2021-07-17
730,Recharge via OM,4c738a30fa6ea43d08abe3f888c3d5ef,20220729,3000,KAOLACK/KAOLACK/KAOLACK,2022-07-29
446,Recharge via Seddo,25489ce1bbb2e24b14745166e4eff98f,20210714,600,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-07-14
188,Recharge via Seddo,984861ad168756588d0510cefbdd5562,20220509,2000,FONGOLEMBI/KEDOUGOU/KEDOUGOU,2022-05-09
271,Pass Glob via OM,abe44f37af825fdabb5e46c0480b44ef,20220503,1300,DAKAR PLATEAU/DAKAR/DAKAR,2022-05-03
236,Pass Glob via OM Jour,5749f0ed077576e40a4076ee0e9db338,20211228,100,KAOLACK/KAOLACK/KAOLACK,2021-12-28
487,Recharge via Seddo,a3a28e64a0d6869c81b108304ea30512,20210828,200,KAOLACK/KAOLACK/KAOLACK,2021-08-28
117,Recharge via Seddo,f29a0066143cb2888661333cdc3ac057,20210728,1000,OUROSSOGUI/MATAM/MATAM,2021-07-28
943,Recharge via OM,478a589ac3ff49d122e7de2b4b128a06,20211004,1300,BAMBILOR/RUFISQUE/DAKAR,2021-10-04
512,Pass Glob via OM,4ff9fa19bfb0b26eec76115b4cc15621,20220508,2000,DAKAR PLATEAU/DAKAR/DAKAR,2022-05-08
825,Recharge via Seddo,79cd111a0489ef8c705d636978eeac74,20220610,200,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-10
591,Recharge via Seddo,1ad10dc1304e2f7922661c2dd1394456,20220206,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-02-06
126,Recharge via Seddo,017244d627246e338b60b398882fc0b6,20210812,500,OGO/MATAM/MATAM,2021-08-12
116,Recharge via Seddo,c65114c7f538902d430ff7134eed8bc9,20220318,600,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-03-18
473,Recharge via Seddo,6560562b7ac9e2c68e102e427b160471,20210807,100,KAOLACK/KAOLACK/KAOLACK,2021-08-07
693,Recharge via Seddo,db4d20788424ae7bd26af648bab5b21a,20211022,500,DAKAR PLATEAU/DAKAR/DAKAR,2021-10-22
57,Recharge via Seddo,35ab9999a141ab00ede580d4f8fec093,20220208,1100,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-02-08
863,Recharge via Seddo,de64c0b29be4b4847f17d55910ec913e,20210809,200,ZIGUINCHOR/ZIGUINCHOR/ZIGUINCHOR,2021-08-09
912,Recharge IAH,63f7c77163ff5db3b4785374f3b5af76,20210708,2296,THIAROYE/PIKINE/DAKAR,2021-07-08
369,Recharge via Seddo,3c14d1976a890875c863ab8fa73b43d1,20220731,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-07-31
268,Recharge via Seddo,17a905723fd017060990ef4f3b1736ff,20211229,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-12-29
46,Pass via OM,b24fac7a8909359fb25d8fb3aa6c961c,20211118,690,KAOLACK/KAOLACK/KAOLACK,2021-11-18
349,Recharge via Seddo,97eb6525ece473b557248db9cf063efb,20210822,550,OUROSSOGUI/MATAM/MATAM,2021-08-22
195,Recharge via Seddo,c90709f6dae2f37b3120ac0866c8d718,20220206,200,OUROSSOGUI/MATAM/MATAM,2022-02-06
999,Recharge via Seddo,f607860113805e5df6cc9440ef2413a0,20211017,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-10-17
834,Recharge via OM,0cd259105dbbc322d69fa621f79be4b0,20210917,500,DAKAR PLATEAU/DAKAR/DAKAR,2021-09-17
736,Recharge via Seddo,a717dc521f7c6ec14947cf61b0701560,20220105,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-01-05
263,Recharge via Seddo,bdf1d6bd038513a23ac893313fd7a8ec,20220703,1300,THIAROYE/PIKINE/DAKAR,2022-07-03
443,Recharge via OM,5c4944a94e2466b0fa55cfaa90b43b79,20220221,4000,THIAROYE/PIKINE/DAKAR,2022-02-21
675,Recharge via Seddo,f4b66c8cdeaaa2eb75b2249a7edfe969,20210729,550,THIAROYE/PIKINE/DAKAR,2021-07-29
304,Pass Glob via OM Jour,795ab20874fc572db99e1a11c3498a00,20210802,1000,KAOLACK/KAOLACK/KAOLACK,2021-08-02
341,Pass Glob via OM Jour,2cab24e65f5adf5261a95b95c8e7c0ff,20220305,2000,BABA GARAGE/BAMBEY/DIOURBEL,2022-03-05
966,Recharge via Seddo,add101cf72fb9d69704a7960835d4db2,20211130,500,ZIGUINCHOR/ZIGUINCHOR/ZIGUINCHOR,2021-11-30
149,Recharge via OM,36fde21de4acd1902b0ed52d3c4284cf,20220519,750,THIAROYE/PIKINE/DAKAR,2022-05-19
124,Recharge via Seddo,e97b41286b1945bf274721c1464b8432,20211107,100,SALDE/PODOR/SAINT-LOUIS,2021-11-07
786,Pass Glob via OM,764aa0873df35a48e50b7339538066a5,20220112,2000,DAKAR PLATEAU/DAKAR/DAKAR,2022-01-12
50,Recharge via Seddo,4ed8e3f4d989adaf82a0b2eabbe75241,20220301,2200,DAKAR PLATEAU/DAKAR/DAKAR,2022-03-01
353,Recharge via Seddo,54764129ebacc870ca9f1ed73a304db2,20220712,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-07-12
927,Recharge via OM,1307d2925acd93717081dc6fc8ddefd5,20220324,2000,THIAROYE/PIKINE/DAKAR,2022-03-24
142,Pass Glob via OM Jour,83e0f12e0bfc077fc7fefcb51ca2bbd6,20220408,50,KEDOUGOU/KEDOUGOU/KEDOUGOU,2022-04-08
470,Recharge via Seddo,57f222b7fb8c9007d5df932bdc1a0052,20211226,200,KAOLACK/KAOLACK/KAOLACK,2021-12-26
399,Recharge via OM,907d1610586c9337c2b19b00eca3bc79,20220119,2000,DAKAR PLATEAU/DAKAR/DAKAR,2022-01-19
625,Recharge via Seddo,cdef8479e0035611fd2460c45270b1f5,20210925,1000,THIAROYE/PIKINE/DAKAR,2021-09-25
320,Recharge via Seddo,0249634566defc4c1f3a9bee5b2fb805,20211025,100,KAOLACK/KAOLACK/KAOLACK,2021-10-25
19,Pass via O&M,01444da68f39bf11b9d7252cbe7edf55,20220622,2000,KAOLACK/KAOLACK/KAOLACK,2022-06-22
809,Pass Glob via OM Jour,6c7b9a9000374708db96e6918e67385c,20220322,2000,GRAND DAKAR/DAKAR/DAKAR,2022-03-22
790,Recharge via Seddo,7adcd752200227ea4169aea8614806ac,20210829,600,DAKAR PLATEAU/DAKAR/DAKAR,2021-08-29
808,Pass Glob via OM,6c7b9a9000374708db96e6918e67385c,20220322,2000,GRAND DAKAR/DAKAR/DAKAR,2022-03-22
407,Recharge via Seddo,1e3a2d3dc12398a0cf7a05c08a7360fb,20210828,500,AGNAM CIVOL/MATAM/MATAM,2021-08-28
537,Recharge via Seddo,5928be94924c55850bea79623517c363,20211012,500,OUROSSOGUI/MATAM/MATAM,2021-10-12
620,Recharge via Seddo,c16637c530249beb0876b03abeb5af9a,20220518,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-05-18
38,Recharge via Seddo,7c6c066f2a5d41affba747bc679de3ff,20210716,500,FONGOLEMBI/KEDOUGOU/KEDOUGOU,2021-07-16
175,Recharge via Seddo,e1ab5146d0f85a250ea2c38f10e7ccd8,20211101,500,DAKAR PLATEAU/DAKAR/DAKAR,2021-11-01
245,Recharge via Seddo,6f55287fd732343e7495ab979ccea6c3,20220705,500,KAOLACK/KAOLACK/KAOLACK,2022-07-05
828,Recharge via Seddo,1908e218d8ff973eecb0b61d0bc7b98e,20211004,3800,KATABA I/BIGNONA/ZIGUINCHOR,2021-10-04
667,Pass Glob via OM,46934bfe5b1fec61d77c7d5a02c1e6cd,20220114,200,THIAROYE/PIKINE/DAKAR,2022-01-14
754,Pass Glob via OM Jour,37193ef8835c3665975dd83c1c5e455c,20220307,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-03-07
